date,cpi_us,cpi_goods,cpi_services,indpro,oil_price,gscpi,cpi_yoy,cpi_goods_yoy,cpi_services_yoy,indpro_yoy,oil_yoy
2009-08-01,215.445,171.332,259.285,86.6426,72.5919047619048,-1.116665606682849,-1.4838355663267633,-4.4940187520207004,0.6697468551017272,-11.689299172061052,-36.211246919211014
2009-09-01,215.861,171.922,259.523,87.4063,67.5131818181818,-0.48428884618358115,-1.377942862886472,-4.349616112162014,0.7535464434626826,-6.805879122929537,-31.63599709106981
2009-10-01,216.509,172.746,260.011,87.6419,72.9686363636364,-0.4519589440684789,-0.22396829420033848,-1.810368837782994,0.8920810827590664,-7.474512230012276,1.3967614226803704
2009-11-01,217.234,173.95,260.213,88.0221,76.9366666666667,-0.7894433226452982,1.9145871744709275,3.387815750371459,0.927775472129877,-5.83001235670767,45.95249161347035
2009-12-01,217.347,174.106,260.285,88.3793,74.7895652173913,-0.6089928752903141,2.8141231232083674,5.752083383950057,0.8903514892165676,-2.704223119324234,84.61208238084498
2010-01-01,217.488,174.876,259.833,89.3426,76.6023809523809,-0.31812484390618084,2.6211113889767157,5.827034681416299,0.5339462107230464,0.87230439200634,77.42486955196432
2010-02-01,217.281,174.321,259.97,89.6779,73.903,-0.15226458152163266,2.151336357866529,4.647016448553232,0.5080106396140094,1.8708182344855606,72.22591207280271
2010-03-01,217.353,174.137,260.342,90.2928,79.5191304347826,0.3669250941752589,2.2861714393279886,4.812148643931091,0.6175988621958117,4.200672107537207,70.70518428262682
2010-04-01,217.403,173.874,260.672,90.5991,85.1563636363636,0.29182915946289084,2.2067707525304403,4.378676911994228,0.7630518983525292,5.4282103558062955,68.56273955840271
2010-05-01,217.29,173.367,260.932,91.823,76.1323809523809,0.4396291125450067,2.003548929218568,3.6381896330127006,0.9080221514092157,7.942609605426321,32.400851324604616
2010-06-01,217.199,172.929,261.188,91.9928,75.2463636363636,-0.029560513645381235,1.1215605940686268,1.3307316387160428,0.9671957508330609,8.551328146848402,9.72056523237621
2010-07-01,217.605,173.391,261.525,92.3421,75.195,-0.04558995255996255,1.3407784804821077,1.721851973529831,1.0736356363551858,7.747013804699288,15.855104501607808
2010-08-01,217.923,173.829,261.722,92.6805,76.8918181818182,0.3048505177786044,1.1501775395112546,1.4574043377769463,0.939892396397779,6.968742858593813,5.9234062448378255
2010-09-01,218.275,174.383,261.884,92.9537,77.9381818181818,0.37315396211656243,1.1183122472331775,1.4314631053617521,0.9097459570057254,6.346682104150392,15.441428946535684
2010-10-01,219.035,175.737,262.075,92.6903,83.3385714285714,0.6801427089661296,1.1666951489314625,1.7314438539821397,0.7938125694681997,5.760258506490601,14.211496310903794
2010-11-01,219.59,176.497,262.41,92.7709,85.8009090909091,0.45976324323666434,1.084544776600338,1.4642138545559291,0.844308316648279,5.39500875348351,11.521479690103199
2010-12-01,220.472,177.948,262.733,93.6787,91.96,0.7087355874168988,1.437793022217937,2.2067016645032522,0.9405075206024183,5.996200467756596,22.95832945772487
2011-01-01,221.187,178.945,263.159,93.4814,96.952380952381,0.7796986174306135,1.7007834915029774,2.326791555159069,1.2800529570916597,4.632504538708293,26.56575389301605
2011-02-01,221.898,179.827,263.701,93.1102,104.2385,0.3695365617232578,2.124898173333145,3.158540852794567,1.435165596030319,3.827364378514675,41.04772472024138
2011-03-01,223.046,181.764,264.114,94.0788,114.917391304348,0.7405386171106064,2.619241510354109,4.379884803344503,1.4488634181192506,4.193025357503588,44.51540236421121
