date,cpi_us,cpi_goods,cpi_services,indpro,oil_price,gscpi,cpi_yoy,cpi_goods_yoy,cpi_services_yoy,indpro_yoy,oil_yoy,dwell_composite,dwell_la_raw,la_unique_vessels,dwell_la_detrended
2011-12-01,227.223,185.713,268.463,96.3571,108.347727272727,-0.313180632307212,3.062066838419386,4.363634320138465,2.1809213155560947,2.859134467066693,17.820495076910614,-0.24069498008537113,4.245439886480908,323.0,-0.5732365419484902
2012-01-01,227.842,186.508,268.94,96.9318,111.415,-0.1206031087215578,3.0087663379855023,4.226438291095036,2.19677077356275,3.691001632410296,14.9172396856581,-1.041086175340367,3.991734795875421,308.0,-0.7961009498151667
2012-02-01,228.329,187.426,269.034,97.2435,119.165714285714,0.2944289489114089,2.898178442347388,4.22572806085848,2.022366240552742,4.439148449901298,14.320250469561625,0.19237780841029065,4.118668173133451,315.0,-0.42072809243184256
2012-03-01,228.807,187.863,269.562,96.74,124.703181818182,-0.3829321963099138,2.5828752813320977,3.3554499240773694,2.062745632567764,2.8286925428470555,8.51550004987256,1.0571267089320933,3.9854820913728095,334.0,-0.643698794681049
2012-04-01,229.187,188.067,270.105,97.4359,120.47,-0.9665740635900693,2.2731633741348567,2.4955310429019884,2.1326073393454825,3.9040297563633697,-2.3155870632932563,0.3318462514815035,3.961205141902257,338.0,-0.7025056565388149
2012-05-01,228.713,186.81,270.363,97.6609,110.822173913043,-0.5122884680636066,1.7379429374660749,1.2498374018991454,2.077701427169054,4.0185114178595605,-3.5738169199724945,0.26114300019044284,4.268025783690317,332.0,-0.49626768884275924
2012-06-01,228.524,185.837,270.956,97.6663,95.8890476190476,-0.2613384378342923,1.653870448297634,0.9489923407029144,2.138085975784443,3.7105509068513065,-16.159249344473146,1.0781454609460883,4.125097318102125,338.0,-0.12880959330347336
2012-07-01,228.59,185.502,271.392,97.8713,102.979545454545,-0.0838243250944956,1.4175114798464783,0.5071356587887266,2.0416450470367886,3.418677881567289,-12.34540037916416,0.016960686167885913,4.218709507418081,347.0,-0.42675200897525434
2012-08-01,229.918,187.526,272.071,97.4525,113.780434782609,0.1061646446728913,1.6859349154821237,1.2220530923772843,2.017698451385508,2.285596731143258,3.10421722822829,-0.15556863805426044,4.143423057423417,347.0,-0.43338367790258464
2012-09-01,231.015,189.115,272.691,97.381,113.6415,-0.2550806450509323,1.9497168982819613,1.7797941961594788,2.084433014004783,2.2951570495009843,1.4994032104842514,0.3217560518440379,3.949651943610277,333.0,-0.6055107333457552
2012-10-01,231.638,189.812,273.242,97.7193,111.792608695652,-0.087937667460244,2.1556780595369363,2.2005653519989288,2.138905502392352,1.9430024786973863,1.2343482423044172,-0.31851330820109525,4.323426851851852,350.0,-0.3491819525637474
2012-11-01,231.249,188.453,273.783,98.0777,109.911818181818,0.0761861026811453,1.7960197033926262,1.188795042928703,2.2230602361954954,2.3257536633332743,-1.1216566005175288,0.20271738864554942,4.10591368747902,331.0,-0.5112374245374554
2012-12-01,231.221,187.716,274.437,98.3101,109.569047619048,-0.2962268268682676,1.7595049796895523,1.0785459283948915,2.2252600917072263,2.0268355938483085,1.1272228565041953,-0.05385828848071588,5.030025662849479,359.0,0.3459321412751262
2013-01-01,231.679,187.971,275.121,98.3342,112.527826086957,0.6959057940777642,1.684061762098299,0.7844167542411018,2.29828214471628,1.446790423782485,0.9988117281847232,-0.7569116563845554,4.379125951950471,338.0,-0.3981666466092773
2013-02-01,232.937,189.884,275.756,98.7941,116.488,0.7936410957181051,2.0181404902574807,1.311450919296142,2.498568954109892,1.594553877637073,-2.247050925481686,-0.46585329096615924,4.073557086320191,310.0,-0.5903619961205271
2013-03-01,232.282,188.07,276.207,99.1921,109.585714285714,0.0392611279731598,1.5187472411246183,0.1101866785902405,2.465110067442744,2.534732272069462,-12.122760070797034,0.2141949533194219,4.116586306553559,334.0,-0.5820871854858746
2013-04-01,231.797,186.794,276.473,99.1065,102.96,0.3596857066954427,1.138808047576867,-0.6768864287727272,2.357601673423293,1.7145631127746477,-14.53473893915498,-0.440556495409671,4.121143497911858,337.0,-0.6030553034372823
2013-05-01,231.893,186.495,276.955,99.1839,102.980434782609,-0.1995922697573064,1.3903888279197083,-0.1686205235265747,2.438203452395471,1.5594777439077443,-7.075965804990481,-0.8417414500516559,4.261471044744166,346.0,-0.6153044971795237
2013-06-01,232.445,187.137,277.441,99.3897,103.3585,0.2338684860653808,1.7157935271568725,0.6995377669678282,2.3933775225497778,1.7645800035426706,7.789682519975982,-0.19588548568589387,4.211086380183603,351.0,-0.12640213153035354
2013-07-01,232.9,187.328,278.142,99.0814,107.779565217391,0.7663925783560067,1.885471805415806,0.9843559638170962,2.4871772196674917,1.2364196654177428,4.6611390074203785,-0.6210870249987235,4.104473568337359,368.0,-0.6870977392461365
2013-08-01,233.456,187.847,278.743,99.6543,111.058181818182,0.2027729035089501,1.538809488600279,0.1711762635581148,2.452301053769035,2.2593571227008,-2.392549272313982,-0.5498635368714286,4.313096284973833,368.0,-0.32115835386015973
2013-09-01,233.544,187.353,279.396,100.161,111.962857142857,0.643906387429321,1.0947341081747997,-0.931708219866223,2.4588270239942034,2.854766330187619,-1.4771389476053942,-0.7542005632209757,4.281445295479303,340.0,-0.2805368518702969
2013-10-01,233.669,187.248,279.756,100.082,109.618695652174,0.721515573411706,0.8767991434911471,-1.3508102754304363,2.3839673256673466,2.4178437626957816,-1.944594610361361,-0.621502376043754,4.368716291820521,331.0,-0.4001841827024884
2013-11-01,234.1,187.504,280.332,100.3158,108.150476190476,0.9882425387266098,1.2328701961954458,-0.5035738353860175,2.3920404115668203,2.281966236973343,-1.602504644612801,-0.36003259604455373,4.01372773943422,326.0,-0.7426471803016529
2013-12-01,234.719,188.209,280.891,100.5175,111.070454545455,1.7389905223082616,1.5128383667573295,0.2626307826717022,2.3517237107241407,2.245344069429267,1.3702838155781991,-0.9863656931492617,3.768387521043771,330.0,-1.420137597358132
2014-01-01,235.288,188.528,281.729,100.1599,107.926956521739,1.268498359845174,1.557758795574915,0.2963223050364005,2.401852275907701,1.856627704298197,-4.088650536679383,-0.5850916562126093,3.897193339806372,329.0,-1.1410369067369308
2014-02-01,235.547,188.439,282.328,100.9168,108.838,0.6379306056973945,1.1204746347724948,-0.760990920772675,2.3832663659177022,2.148610089064018,-6.567200054941291,-0.330039446744095,3.9614265046296295,304.0,-0.8479448877276687
2014-03-01,236.028,188.14,283.543,101.8942,107.868095238095,0.0655872697451539,1.6126949139408042,0.0372201839740515,2.6559790302201014,2.724108069090181,-1.567374961977985,0.059433636854716004,3.8203589387464394,325.0,-1.0812583798344022
2014-04-01,236.468,188.779,283.778,101.9928,108.003636363636,-0.355435326686596,2.015125303606169,1.0626679657804727,2.6422109934785665,2.9123215934373725,4.898636716818183,-0.18670382173633118,3.821053625377644,331.0,-1.1072952226725037
2014-05-01,236.918,188.766,284.678,102.3836,109.832272727273,-0.3228991160563289,2.166947687079812,1.2177270168100884,2.788539654456512,3.226027611336124,6.653533711649384,-0.505500338353638,4.31759033023817,353.0,-0.6520948333759087
2014-06-01,237.231,188.973,285.109,102.735,112.240952380952,-0.0877433054367412,2.0589816945944195,0.9810994084547664,2.7638308685450363,3.365841732090935,8.593828645880098,-0.22147663304492193,4.523602456940223,329.0,0.17327438178281498
2014-07-01,237.498,188.869,285.733,102.9632,107.462608695652,0.0681507553156165,1.9742378703305972,0.8226212845917402,2.729181497220856,3.9177888079901857,-0.2940784935434704,0.015939995425793455,4.846360968973359,342.0,0.17603830842394952
2014-08-01,237.46,188.534,285.984,102.7688,102.401904761905,0.4681122287705052,1.7150983482969062,0.365723168323151,2.597733395995583,3.1253041765382905,-7.794362301418333,-0.06649764010985366,4.52419243916882,344.0,-0.15457415287184967
2014-09-01,237.477,188.141,286.388,103.0641,97.8527272727273,0.3809907289553577,1.6840509711232077,0.4205964142554252,2.502541196008523,2.89843352202952,-12.60250964489602,-0.45496685646049145,4.308964984668109,308.0,-0.3548581416276354
2014-10-01,237.43,187.522,286.893,103.0764,87.5847826086957,1.0315596217429446,1.6095417021513292,0.1463300008544887,2.551151717925615,2.9919466037849007,-20.1005064988121,-0.9552505358450123,5.074955968196457,322.0,0.4161717262033652
2014-11-01,236.983,186.059,287.404,103.7126,79.2295,0.6929192807753777,1.231524989320798,-0.7706502261285109,2.522723056946763,3.38610667511996,-26.74142288522152,-5.126972639408694,4.436536817383076,274.0,-0.29823430561922176
2014-12-01,236.252,184.015,287.958,103.7044,62.9039130434783,1.9144200079151117,0.6531213919623191,-2.228373775961834,2.5159225464681967,3.170492700276073,-43.36575527586844,0.9817675457629357,5.811014392413561,331.0,1.149945364878645
2015-01-01,234.747,180.302,288.584,102.8905,48.9331818181818,1.8443696802145924,-0.2299309782054281,-4.363277603326832,2.43318934153034,2.7262407410550527,-54.66083414635572,1.6696644521334527,7.438795901084011,205.0,3.396136304137606
2015-02-01,235.342,181.129,288.949,102.2335,58.254,1.046916965963533,-0.0870314629352053,-3.879239435573312,2.3451446544444865,1.30473816054415,-46.47641448758706,2.1918788201988155,7.676772472140282,226.0,3.9172299928651286
2015-03-01,235.976,181.884,289.47,101.8914,56.5245454545454,0.30208732374027,-0.0220312844238734,-3.3251833740831294,2.090335504667729,-0.002747948362114,-47.59845779256605,0.505616381638347,7.40823055903648,266.0,3.5166332372222495
2015-04-01,236.222,181.641,290.183,101.3355,59.8263636363636,0.4829060666138087,-0.1040309893939106,-3.7811409108004623,2.257046000747054,-0.6444572558062966,-44.60708393656764,0.7105655650473925,5.894291497975709,247.0,1.5029582389410046
2015-05-01,237.001,182.865,290.543,100.8883,65.1938095238095,0.2745934606281215,0.0350332182442958,-3.126092622612109,2.060222426741798,-1.460487812501221,-40.642392345195546,-0.21517039151185566,5.567691494004251,244.0,0.8779648638285726
2015-06-01,237.657,183.424,291.315,100.571,62.62,0.5766750155485432,0.1795718097550525,-2.9363983214533373,2.1767113630225765,-2.106390227283794,-44.20931160004393,-0.33684090033794617,4.70243614807034,238.0,0.2975208871572343
2015-07-01,238.034,183.437,292.022,101.2228,56.8295652173913,0.697958824725607,0.2256861110409458,-2.876067538876148,2.201005834117864,-1.6903126553953207,-47.1168940460584,-0.10123582280604337,5.345124041818457,244.0,0.720124822720018
2015-08-01,238.033,182.94,292.472,101.0367,47.5338095238095,0.5219526034520492,0.2413037985344868,-2.967104076718252,2.2686583864831578,-1.6854337113987985,-53.5811275831924,-0.7873730156239082,4.6581472280334735,239.0,-0.0892217654009624
2015-09-01,237.498,181.17,293.125,100.7547,48.0304545454545,-0.0058347762725631,0.00884296163417,-3.705199823536609,2.352403033646677,-2.2407414414912674,-50.91556885114928,-1.0932683101148089,4.868091651868763,219.0,0.2684428913754299
2015-10-01,237.733,180.851,293.897,100.2675,48.9063636363636,-0.7620914333609828,0.127616560670507,-3.5574492592869045,2.441328300097956,-2.72506606749946,-44.16111774249239,-1.1428945510220403,5.254442680776013,210.0,0.5412751848519372
2015-11-01,238.017,180.652,294.62,99.5298,45.0952380952381,-0.8329306227222969,0.4363182169185187,-2.9060674302237466,2.510751416125045,-4.033068306068888,-43.082768293075056,-0.9520667150276448,4.748774112654321,216.0,0.0010763656425542484
2015-12-01,237.761,179.745,295.032,99.0417,38.5252173913043,-0.2381451010161014,0.6387247515364791,-2.32046300573322,2.4566082553705515,-4.496144811599123,-38.75545172416187,-0.2516642521257224,5.713724515301687,213.0,0.9118377759439846
2016-01-01,237.652,178.786,295.76,99.5607,32.0452380952381,-0.0834692087477791,1.2375025026943876,-0.8408115273263683,2.4866243450780257,-3.236256019749162,-34.512253435088816,-0.2104307436229572,4.995184242500418,221.0,0.07897498032674358
2016-02-01,237.336,177.511,296.387,99.0445,33.762380952381,-0.6896447563542174,0.8472775790126619,-1.997471415400076,2.574156685089757,-3.11932976959608,-42.0428108758523,-2.663642044024792,3.76009869672755,146.0,-1.3330154664399099
2016-03-01,238.08,178.319,297.073,98.3096,39.7921739130435,-0.4651253421577829,0.8916160965521946,-1.9600404653515424,2.6265243375824587,-3.515311400177057,-29.60195682591973,-3.804027728984587,3.2690625,125.0,-2.025589162496562
2016-04-01,238.992,179.289,297.918,98.6421,43.3304761904762,-0.1794415838618079,1.1726257503534845,-1.2948618428658798,2.665559319463928,-2.6579036961380758,-27.57294016088401,-2.953544351902716,3.430832191154971,152.0,-1.840248947767129
2016-05-01,239.557,179.478,298.863,98.4184,47.735,-0.5854819851900128,1.0784764621246223,-1.8521860388811429,2.863603666238723,-2.448153056399993,-26.779857859714973,-0.9537328474324448,3.5915492496807158,145.0,-1.825741196819287
2016-06-01,240.222,179.948,299.729,98.8833,49.8772727272727,-0.3915230351792463,1.0792865347959424,-1.89506280530356,2.8882824434031784,-1.678117946525337,-20.34929299381556,-0.03747476053492584,4.131518733850129,215.0,-0.5621232056745656
2016-07-01,240.101,178.87,300.499,98.9992,46.5985714285714,-0.2841140689203971,0.8683633430518256,-2.4896831064616265,2.902863482888285,-2.196738284260069,-18.002942217986483,0.05617392736702492,5.295808641975309,225.0,0.544973642654542
2016-08-01,240.545,178.825,301.354,98.85,47.0521739130435,-0.7987764040516293,1.0553158595656864,-2.2493713785940783,3.036871905686711,-2.164263084601936,-1.0132484974189948,0.5586278146318174,4.918404895587076,235.0,0.14187657960388944
2016-09-01,241.176,179.502,301.954,98.7457,47.3768181818182,-0.4601274430671618,1.5486446201652182,-0.9206822321576325,3.012025586353939,-1.9939516469206888,-1.3608789877633145,0.21787420491422424,4.5458988638396844,207.0,-0.2648024545849473
2016-10-01,241.741,180.091,302.528,98.7611,51.4138095238095,-0.0877096912696122,1.685924966243646,-0.4202354424360344,2.936743144707177,-1.5023811304759715,5.127033991097063,0.21056320230227268,4.384708654527734,209.0,-0.7105028482491158
2016-11-01,242.026,179.833,303.279,98.3491,46.9422727272727,0.4713578685719487,1.6843334719788938,-0.4533578371675895,2.939040119475922,-1.1862778785850958,4.09585293270609,0.3488936220490469,4.748045562330623,205.0,-0.11031479580139414
2016-12-01,242.637,180.321,304.027,99.0214,55.0227272727273,0.9039873208750104,2.0507989115119862,0.3204539764666503,3.048821822717529,-0.0204964171657051,42.82262631734488,1.085138671377318,5.310554925284195,202.0,0.2723274127256752
2017-01-01,243.618,181.536,304.871,98.7611,55.7109090909091,0.0343551727214628,2.510393348257112,1.538151756848971,3.0805382742764342,-0.8031281419274894,73.85081966105818,-0.7798396682136246,4.505733750458379,202.0,-0.673760915606236
2017-02-01,244.006,181.425,305.741,98.3646,56.096,-0.4414283817803911,2.8103616813294208,2.20493377875175,3.1560088667856423,-0.6864591168616152,66.1494196132633,-0.34519753760957084,5.192544427565586,192.0,0.43633311462990526
2017-03-01,243.892,181.311,305.619,99.0137,52.6552173913044,-0.095625071819983,2.44119623655914,1.6778918679445365,2.876734001407089,0.7162067590550603,32.32556106728444,0.30691557022998633,4.959323881172839,216.0,0.08208822212507776
2017-04-01,244.193,181.247,306.26,100.0224,53.978,0.1803929180001179,2.176223471915395,1.092091539358253,2.800099356198671,1.3993011097695571,24.572828977734783,0.30340765508695994,5.200227704678363,190.0,0.3712753378611251
2017-05-01,244.004,180.2,306.909,100.1408,51.374347826087,0.4018381775531183,1.856343166761976,0.402277716488908,2.692203451079589,1.7500792534729248,7.624065834475768,1.0543950777723903,5.545453234031132,207.0,0.6279116411253948
2017-06-01,244.163,179.853,307.581,100.3471,47.6527272727273,2.2478362873698554,1.640565809959127,-0.0527930290972977,2.619699795481933,1.480330854653911,-4.460038275767686,0.941791839189143,5.427788014144798,199.0,1.0285224319376225
2017-07-01,244.243,179.472,308.083,100.1068,49.2533333333333,2.083714285242468,1.7251073506566073,0.3365572762341395,2.5238020758804547,1.1187969195710634,5.69708860888849,-0.05002180408192897,5.163736459457029,206.0,0.2612215951401115
2017-08-01,245.183,180.41,308.982,99.6925,51.9278260869565,2.2347542482842737,1.92812155729698,0.8863413952187926,2.5312423263006423,0.8523014668689877,10.362225097024492,-0.6282225596966965,5.148230032018,214.0,0.3330386297002696
2017-09-01,246.435,182.311,309.625,99.7954,55.557619047619,2.2648042803740203,2.1805652303711787,1.5648850709184314,2.540453181610447,1.0630336308315114,17.26751854547366,-0.28377821971838446,5.014341232340588,194.0,0.23949451392405008
2017-10-01,246.626,181.841,310.468,101.0247,57.5363636363636,2.137539049952115,2.020757753132485,0.9717309582377708,2.6245504548339404,2.2919955326540453,11.9083844773626,-0.3998597232572785,4.8482070141377935,186.0,-0.21269385132220134
2017-11-01,247.284,182.578,310.99,101.2664,62.8363636363636,1.5523966176415194,2.172493864295566,1.5264161750068173,2.542543334685221,2.9662701539719283,33.85880142922157,-0.08287897657846403,5.6568973263204025,169.0,0.9719268539371418
2017-12-01,247.805,182.758,311.887,101.4644,64.0642857142857,1.621401904359849,2.129930719552253,1.351478751781543,2.5852967006219973,2.467143465957866,16.4324069156782,-0.8894587263516455,4.489862465524035,188.0,-0.9150938813927513
2018-01-01,248.859,183.957,312.764,101.4625,68.8891304347826,0.9107089162190936,2.151318868063945,1.3336197778952783,2.588963856844373,2.735287476546944,23.654651411933123,-0.24071316135542561,4.352298145236431,318.0,-0.985547961126868
2018-02-01,249.529,184.378,313.684,101.7085,65.6965,0.6101578296052704,2.263468931091861,1.6276698360203845,2.5979505529189817,3.3994953469032696,17.114411009697662,-1.1817567983949524,4.731285950339407,311.0,-0.2794066927026397
2018-03-01,249.577,183.752,314.414,102.2067,66.8918181818182,0.2454444897696646,2.3309497646499366,1.3463055192459272,2.8777661074736782,3.224806264183644,27.0373981835746,-0.6120616077428942,5.146874390838207,323.0,0.21777371804169257
2018-04-01,250.227,184.54,314.9,103.3329,71.9328571428572,0.2372926615088929,2.4709963021052994,1.816857658333637,2.8211323711878844,3.309758614070435,33.26328715931899,-0.7885732467103924,5.0521105664488015,323.0,0.06646766140489008
