rank,port_complex_id,port_complex_name,coast,component_port_codes,geometry_version,source_vintage,ranking_value_2017_2019,cumulative_share,inclusion_status,inclusion_reason
1,san_pedro_bay,San Pedro Bay (Los Angeles/Long Beach),Pacific,2704;2709,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,286294960801.6667,0.36568157992223,included,top_20
2,new_york_new_jersey,Port of New York and New Jersey,Atlantic,1001;1003,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,127269614832.66666,0.5282417371034258,included,top_20
95,san_joaquin_river_ca,"San Joaquin River, Ca",Pacific,2828,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,173301.33333333334,0.999997989588299,excluded_by_selection_rule,outside_selected_coverage
96,key_west_fl,"Key West, Fl",Gulf,5202,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,169862.66666666666,0.9999982065521189,excluded_by_selection_rule,outside_selected_coverage
97,gloucester_ma,"Gloucester, Ma",Atlantic,0404,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,163887.33333333334,0.9999984158837076,excluded_by_selection_rule,outside_selected_coverage
98,fort_pierce_fl,"Fort Pierce, Fl",Atlantic,5205,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,162454.33333333334,0.9999986233849404,excluded_by_selection_rule,outside_selected_coverage
99,vicksburg_ms,"Vicksburg, Ms",Gulf,2015,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,152437.66666666666,0.9999988180919888,excluded_by_selection_rule,outside_selected_coverage
100,morro_bay_ca,"Morro Bay, Ca",Pacific,2719,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,143687.33333333334,0.9999990016223272,excluded_by_selection_rule,outside_selected_coverage
101,plymouth_ma,"Plymouth, Ma",Atlantic,0406,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,143410.0,0.9999991847984308,excluded_by_selection_rule,outside_selected_coverage
102,crisfield_md,"Crisfield, Md",Atlantic,1304,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,139352.0,0.9999993627912931,excluded_by_selection_rule,outside_selected_coverage
103,alexandria_va,"Alexandria, Va",Atlantic,5402,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,87321.66666666667,0.999999474326351,excluded_by_selection_rule,outside_selected_coverage
104,paulsboro_nj,"Paulsboro, Nj",Atlantic,1105,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,77045.33333333333,0.999999572735555,excluded_by_selection_rule,outside_selected_coverage
105,destrehan_la,"Destrehan, La",Gulf,2009,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,74294.0,0.9999996676305096,excluded_by_selection_rule,outside_selected_coverage
106,port_angeles_wa,"Port Angeles, Wa",Pacific,3007,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,54464.666666666664,0.9999997371976626,excluded_by_selection_rule,outside_selected_coverage
107,st_petersburg_fl,"St. Petersburg, Fl",Gulf,1814,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,49454.666666666664,0.9999998003655947,excluded_by_selection_rule,outside_selected_coverage
108,alameda_ca,"Alameda, Ca",Pacific,2813,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,45363.333333333336,0.9999998583077092,excluded_by_selection_rule,outside_selected_coverage
109,eastport_me,"Eastport, Me",Atlantic,0103,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,26175.333333333332,0.9999998917411906,excluded_by_selection_rule,outside_selected_coverage
110,bangor_me,"Bangor, Me",Atlantic,0102,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,22655.333333333332,0.9999999206786127,excluded_by_selection_rule,outside_selected_coverage
111,ventura_ca,"Ventura, Ca",Pacific,2712,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,19432.666666666668,0.9999999454997559,excluded_by_selection_rule,outside_selected_coverage
112,mellville_ri,"Mellville, Ri",Atlantic,0503,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,16375.333333333334,0.9999999664157991,excluded_by_selection_rule,outside_selected_coverage
113,newport_or,"Newport, Or",Pacific,2902,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,9007.0,0.9999999779203467,excluded_by_selection_rule,outside_selected_coverage
114,martinez_ca,"Martinez, Ca",Pacific,2820,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,6106.0,0.9999999857194771,excluded_by_selection_rule,outside_selected_coverage
115,selby_ca,"Selby, Ca",Pacific,2827,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,5892.666666666667,0.999999993246119,excluded_by_selection_rule,outside_selected_coverage
116,hopewell_va,"Hopewell, Va",Atlantic,1408,crosswalk-v1-2026-07-13,Census Port-HS 2017-2019; UN/LOCODE 2025-1; USACE Port/PSA metadata accessed 2026-07-13,5287.666666666667,1.0000000000000007,excluded_by_selection_rule,outside_selected_coverage
