port_complex_id,year_month,unique_cargo_vessels,n_with_size,dwt_proxy_sum,deck_area_sum
new_orleans_la,2017-09,145,109,9136269.340000002,729694.0
new_orleans_la,2017-10,148,116,10061555.92,788649.0
new_orleans_la,2017-11,149,122,10301130.42,821920.0
new_orleans_la,2017-12,139,112,9402757.319999998,752220.0
new_orleans_la,2018-01,307,219,15711293.429999996,1295074.0
new_orleans_la,2018-02,311,218,15167272.69,1242939.0
new_orleans_la,2018-03,286,210,15370058.169999998,1264469.0
new_orleans_la,2018-04,315,245,16368735.989999998,1382688.75
new_orleans_la,2018-05,285,213,15138735.329999996,1260535.75
new_orleans_la,2018-06,281,215,15413733.89,1265078.0
new_orleans_la,2018-07,277,223,15516662.389999999,1290360.0
new_orleans_la,2018-08,280,221,15442660.029999996,1283635.0
new_orleans_la,2018-09,288,223,16548965.129999999,1345643.0
new_orleans_la,2018-10,290,214,15485696.174999999,1264290.25
new_orleans_la,2018-11,267,203,14131958.750000002,1172236.0
new_orleans_la,2018-12,262,207,15367776.939999998,1237529.0
new_orleans_la,2019-01,319,246,18018817.645,1458630.25
new_orleans_la,2019-02,252,192,13113851.430000002,1107145.0
new_orleans_la,2019-03,258,204,14534771.690000003,1219441.0
new_orleans_la,2019-04,240,181,12168541.664999997,1023563.25
new_orleans_la,2019-05,243,199,13545721.110000001,1123649.75
new_orleans_la,2019-06,213,178,12033246.200000001,1022312.75
new_orleans_la,2019-07,208,175,11918804.955000002,1008297.25
new_orleans_la,2019-08,243,203,13736470.38,1160560.0
new_orleans_la,2019-09,229,187,13332243.815000001,1104165.25
new_orleans_la,2019-10,228,170,12654415.92,1045718.0
new_orleans_la,2019-11,209,162,12113423.820000004,979267.0
new_orleans_la,2019-12,206,164,12497279.874999998,1016794.25
new_orleans_la,2020-01,228,179,12976352.799999999,1079071.0
new_orleans_la,2020-02,200,167,12391256.92,1020982.0
new_orleans_la,2020-03,242,207,15224412.4,1254659.0
new_orleans_la,2020-04,212,180,12517623.020000001,1051590.0
new_orleans_la,2020-05,220,183,12896212.625,1098654.25
new_orleans_la,2020-06,221,183,12775988.200000001,1096209.0
new_orleans_la,2020-07,207,161,11279091.075,958649.25
new_orleans_la,2020-08,201,157,11787479.700000001,986923.0
new_orleans_la,2020-09,196,144,10197944.389999999,869318.0
new_orleans_la,2020-10,207,160,11794560.089999998,989190.0
new_orleans_la,2020-11,219,166,12040225.99,993991.0
new_orleans_la,2020-12,228,171,11121299.51,942286.0
new_orleans_la,2021-01,235,179,11823759.084999997,1001200.25
new_orleans_la,2021-02,217,166,11854205.09,985573.0
new_orleans_la,2021-03,265,202,14637600.280000003,1228452.0
new_orleans_la,2021-04,286,214,14099633.695,1269013.25
new_orleans_la,2021-05,289,224,15285927.22,1373344.0
new_orleans_la,2021-06,251,199,12810100.599999998,1183670.0
new_orleans_la,2021-07,266,205,14001101.700000003,1260695.0
new_orleans_la,2021-08,259,201,13656890.5,1233878.0
new_orleans_la,2021-09,219,175,11975764.015000002,1076965.25
new_orleans_la,2021-10,333,253,17177919.69,1548422.0
new_orleans_la,2021-11,334,234,15454836.040000001,1379262.0
new_orleans_la,2021-12,292,202,13782520.575000003,1235736.25
new_orleans_la,2022-01,343,257,17038712.38,1533733.0
new_orleans_la,2022-02,301,233,14555989.499999998,1339810.0
new_orleans_la,2022-03,298,230,14393332.175,1320192.25
new_orleans_la,2022-04,308,258,17031874.0,1530341.0
new_orleans_la,2022-05,276,228,13783172.439999998,1265742.0
new_orleans_la,2022-06,270,202,12110302.295,1122335.25
new_orleans_la,2022-07,281,228,14402807.3,1333573.0
new_orleans_la,2022-08,278,207,12393628.800000003,1161948.0
new_orleans_la,2022-09,253,202,12788511.100000001,1204368.0
new_orleans_la,2022-10,268,201,13011877.4,1201817.0
new_orleans_la,2022-11,263,194,13208908.7,1203235.0
new_orleans_la,2022-12,279,198,13638457.599999998,1245662.0
new_orleans_la,2023-01,306,228,14696425.000000002,1373801.0
new_orleans_la,2023-02,283,229,15570512.100000003,1413161.0
new_orleans_la,2023-03,293,231,15017399.09,1385141.0
new_orleans_la,2023-04,275,217,14866145.499999998,1363349.0
new_orleans_la,2023-05,258,188,12670470.79,1151346.0
new_orleans_la,2023-06,249,198,13641732.600000001,1240347.0
new_orleans_la,2023-07,235,186,13065481.700000005,1189090.0
new_orleans_la,2023-08,238,179,11441491.075000001,1066313.25
new_orleans_la,2023-09,259,203,12996096.399999999,1232819.0
new_orleans_la,2023-10,262,194,13406611.99,1206804.0
new_orleans_la,2023-11,218,163,11249548.764999999,1034540.25
new_orleans_la,2023-12,272,209,14089877.410000002,1304578.0
new_orleans_la,2024-01,295,220,14362254.47,1365101.0
new_orleans_la,2024-02,311,239,15943864.565000003,1503036.25
new_orleans_la,2024-03,309,226,14927805.39,1383627.75
new_orleans_la,2024-04,265,193,12112894.240000002,1135897.0
new_orleans_la,2024-05,262,205,13305707.575000001,1245248.25
new_orleans_la,2024-06,245,205,12642484.360000001,1215459.0
new_orleans_la,2024-07,239,183,11061581.130000003,1089463.0
new_orleans_la,2024-08,256,195,11994456.400000002,1161965.0
new_orleans_la,2024-09,295,220,13852031.590000004,1323415.0
new_orleans_la,2024-10,316,211,13921267.975000001,1300907.25
new_orleans_la,2024-11,315,215,13535044.780000001,1335266.0
new_orleans_la,2024-12,295,198,12495780.700000003,1187722.0
new_orleans_la,2025-01,293,205,12638420.295,1221278.25
new_orleans_la,2025-02,293,213,14029998.700000001,1339179.0
new_orleans_la,2025-03,316,221,14080485.7,1328421.0
new_orleans_la,2025-04,283,198,12090489.685,1168430.25
new_orleans_la,2025-05,265,200,13118474.4,1243345.0
new_orleans_la,2025-06,258,195,12101356.67,1179927.0
new_orleans_la,2025-07,263,194,12588634.865000002,1215431.25
new_orleans_la,2025-08,271,190,12246626.400000002,1196432.0
new_orleans_la,2025-09,281,200,12178628.190000001,1199681.0
new_orleans_la,2025-10,254,177,10889197.39,1070563.0
new_orleans_la,2025-11,243,152,9814734.0,946485.75
new_orleans_la,2025-12,266,170,10486452.609999998,1028565.75
new_york_new_jersey,2015-01,175,136,14713700.305000002,1179941.25
new_york_new_jersey,2015-02,166,139,15108729.7,1213748.0
new_york_new_jersey,2015-03,181,152,18265430.720000003,1425728.0
new_york_new_jersey,2015-04,178,146,16483430.520000001,1335628.0
new_york_new_jersey,2015-05,180,152,17752936.575000003,1392717.25
new_york_new_jersey,2015-06,178,153,17533822.880000003,1416424.0
new_york_new_jersey,2015-07,194,176,20409966.140000004,1623584.0
new_york_new_jersey,2015-08,180,160,18731351.0,1478137.0
new_york_new_jersey,2015-09,180,160,18675440.355000004,1470801.25
new_york_new_jersey,2015-10,194,169,19469478.800000004,1571063.0
new_york_new_jersey,2015-11,176,156,18797293.14,1455799.0
new_york_new_jersey,2015-12,184,162,18896687.919999998,1484334.0
new_york_new_jersey,2016-01,177,161,18792643.535,1471916.25
new_york_new_jersey,2016-02,105,103,11824087.549999997,940506.0
new_york_new_jersey,2016-03,104,94,11319792.339999998,897824.0
new_york_new_jersey,2016-04,109,103,12044134.69,961443.0
new_york_new_jersey,2016-05,183,169,20013190.565,1575687.25
new_york_new_jersey,2016-06,180,166,19738963.82,1544900.0
new_york_new_jersey,2016-07,171,161,19496721.289999995,1521440.0
new_york_new_jersey,2016-08,163,152,18968152.389999997,1451116.0
new_york_new_jersey,2016-09,142,132,16575677.715,1267693.25
new_york_new_jersey,2016-10,151,138,17341542.04,1319277.0
new_york_new_jersey,2016-11,137,129,15897772.819999998,1217114.0
new_york_new_jersey,2016-12,145,135,16728922.439999998,1291506.0
new_york_new_jersey,2017-01,127,122,14557102.38,1121730.0
new_york_new_jersey,2017-02,142,133,16497559.675,1257975.25
new_york_new_jersey,2017-03,139,130,15591989.02,1211317.0
new_york_new_jersey,2017-04,141,131,15235538.36,1183967.0
new_york_new_jersey,2017-05,145,136,16843000.860000003,1304602.0
new_york_new_jersey,2017-06,140,132,16983529.194999997,1289822.25
new_york_new_jersey,2017-07,137,127,16905792.06,1274724.0
new_york_new_jersey,2017-08,145,138,18337153.365,1389325.25
new_york_new_jersey,2017-09,128,124,16869853.659999996,1273183.0
new_york_new_jersey,2017-10,133,125,16488433.819999998,1245923.0
new_york_new_jersey,2017-11,139,134,18281896.844999995,1377782.25
new_york_new_jersey,2017-12,142,137,18006519.11,1357683.0
new_york_new_jersey,2018-01,222,208,26505273.035,2020355.25
new_york_new_jersey,2018-02,225,203,25366479.45,1927822.0
new_york_new_jersey,2018-03,228,212,25638504.145000003,1975948.25
new_york_new_jersey,2018-04,226,210,25046062.599999998,1916227.0
new_york_new_jersey,2018-05,232,211,24795317.15,1916989.0
new_york_new_jersey,2018-06,223,207,24823430.175,1909893.25
new_york_new_jersey,2018-07,222,210,25252028.5,1937799.0
new_york_new_jersey,2018-08,233,215,26170614.575000003,2001637.25
new_york_new_jersey,2018-09,218,208,24884860.9,1912622.0
new_york_new_jersey,2018-10,239,225,27077062.6,2060056.0
new_york_new_jersey,2018-11,211,195,23020370.2,1782117.0
new_york_new_jersey,2018-12,220,212,23847187.500000004,1844199.0
new_york_new_jersey,2019-01,208,192,23755944.2,1792854.0
new_york_new_jersey,2019-02,200,190,23233947.099999998,1784288.0
new_york_new_jersey,2019-03,204,188,21428355.8,1656582.0
new_york_new_jersey,2019-04,203,190,23014612.499999996,1772380.0
new_york_new_jersey,2019-05,216,205,24149077.200000003,1855926.0
new_york_new_jersey,2019-06,212,195,23629363.699999996,1801426.0
new_york_new_jersey,2019-07,213,199,24301051.400000002,1880131.0
new_york_new_jersey,2019-08,196,182,22618584.0,1730602.0
new_york_new_jersey,2019-09,182,172,21952648.999999996,1662786.0
new_york_new_jersey,2019-10,204,189,23641766.6,1809174.0
new_york_new_jersey,2019-11,181,171,21398277.19999999,1623569.0
new_york_new_jersey,2019-12,204,195,23606061.4,1824096.0
new_york_new_jersey,2020-01,198,183,22660322.0,1735154.0
new_york_new_jersey,2020-02,173,163,20777448.600000005,1582884.0
new_york_new_jersey,2020-03,193,177,21778402.599999998,1682226.0
new_york_new_jersey,2020-04,170,160,19914005.900000002,1521238.0
new_york_new_jersey,2020-05,169,158,19801063.3,1524852.0
new_york_new_jersey,2020-06,167,161,19870500.299999997,1529009.0
new_york_new_jersey,2020-07,183,174,21433855.699999996,1647129.0
new_york_new_jersey,2020-08,197,188,22295859.3,1727105.0
new_york_new_jersey,2020-09,188,175,23007443.299999997,1758771.0
new_york_new_jersey,2020-10,200,186,22663307.599999998,1768599.0
new_york_new_jersey,2020-11,193,181,23116752.6,1776397.0
new_york_new_jersey,2020-12,196,183,23261966.4,1811385.0
new_york_new_jersey,2021-01,173,168,21090909.699999996,1614401.0
new_york_new_jersey,2021-02,162,155,19560188.3,1494724.0
new_york_new_jersey,2021-03,204,190,24188904.300000004,1880633.0
new_york_new_jersey,2021-04,218,209,28250541.8,2189925.0
new_york_new_jersey,2021-05,242,227,30483807.900000002,2383015.0
new_york_new_jersey,2021-06,234,222,30425270.2,2368460.0
new_york_new_jersey,2021-07,227,210,28093008.300000004,2200631.0
new_york_new_jersey,2021-08,254,232,31128870.1,2426989.0
new_york_new_jersey,2021-09,240,220,28870268.5,2263981.0
new_york_new_jersey,2021-10,233,219,28504773.9,2265820.0
new_york_new_jersey,2021-11,229,208,26921464.299999997,2126015.0
new_york_new_jersey,2021-12,245,229,29547418.100000005,2355460.0
new_york_new_jersey,2022-01,234,217,28129311.3,2239861.0
new_york_new_jersey,2022-02,229,217,27783179.7,2209120.0
new_york_new_jersey,2022-03,256,232,30362032.900000002,2402625.0
new_york_new_jersey,2022-04,248,233,28861892.1,2332223.0
new_york_new_jersey,2022-05,247,221,28182352.0,2237370.0
new_york_new_jersey,2022-06,238,220,28527889.0,2275082.0
new_york_new_jersey,2022-07,243,224,28642065.000000004,2304663.0
new_york_new_jersey,2022-08,254,230,30000640.9,2402739.0
new_york_new_jersey,2022-09,254,233,29628996.0,2396906.0
new_york_new_jersey,2022-10,259,238,31465900.700000003,2509088.0
new_york_new_jersey,2022-11,231,211,28590495.699999996,2269212.0
new_york_new_jersey,2022-12,253,232,27984696.000000004,2289920.0
new_york_new_jersey,2023-01,259,229,29638131.0,2369583.0
new_york_new_jersey,2023-02,231,216,26839356.799999993,2193272.0
new_york_new_jersey,2023-03,240,222,27039569.000000004,2193890.0
new_york_new_jersey,2023-04,249,228,29502949.2,2377839.0
new_york_new_jersey,2023-05,257,231,28581025.600000005,2333992.0
new_york_new_jersey,2023-06,240,212,27103293.300000004,2179610.0
new_york_new_jersey,2023-07,263,239,30636827.2,2507998.0
new_york_new_jersey,2023-08,255,242,30133168.500000004,2492753.0
new_york_new_jersey,2023-09,256,230,27609735.400000002,2265505.0
new_york_new_jersey,2023-10,266,245,30434395.899999995,2489422.0
new_york_new_jersey,2023-11,241,229,28018079.400000002,2295258.0
new_york_new_jersey,2023-12,241,226,27510479.199999996,2277552.0
new_york_new_jersey,2024-01,245,229,27864980.30000001,2297645.0
new_york_new_jersey,2024-02,228,214,26905183.2,2205466.0
new_york_new_jersey,2024-03,245,220,26459912.050000004,2217411.0
new_york_new_jersey,2024-04,238,225,27326777.6,2274588.0
new_york_new_jersey,2024-05,248,235,28241279.5,2364162.0
new_york_new_jersey,2024-06,241,222,26397281.800000004,2186209.0
new_york_new_jersey,2024-07,242,221,28504472.200000003,2316271.0
new_york_new_jersey,2024-08,251,233,28092884.200000007,2333298.0
new_york_new_jersey,2024-09,255,235,27442295.299999993,2283966.0
new_york_new_jersey,2024-10,239,221,26312446.400000002,2181135.0
new_york_new_jersey,2024-11,244,227,27101513.300000004,2264267.0
new_york_new_jersey,2024-12,243,225,27059810.66,2245335.0
new_york_new_jersey,2025-01,241,229,27569755.6,2306070.0
new_york_new_jersey,2025-02,235,213,26470767.0,2188024.0
new_york_new_jersey,2025-03,293,261,30276871.76,2549843.0
new_york_new_jersey,2025-04,269,243,29675455.159999996,2443842.0
new_york_new_jersey,2025-05,261,238,29259483.160000004,2427150.0
new_york_new_jersey,2025-06,264,235,26967790.28,2260782.0
new_york_new_jersey,2025-07,279,256,30349478.56,2556322.0
new_york_new_jersey,2025-08,277,250,30049157.259999998,2499253.0
new_york_new_jersey,2025-09,258,218,26920859.16,2209108.0
new_york_new_jersey,2025-10,260,215,26136030.36,2140988.0
new_york_new_jersey,2025-11,266,222,27679697.02,2313341.0
new_york_new_jersey,2025-12,258,211,25424899.62,2112230.0
norfolk_newport_news_va,2015-01,164,129,15604399.235,1206361.25
norfolk_newport_news_va,2015-02,143,109,12984826.379999999,1012878.0
norfolk_newport_news_va,2015-03,174,141,16976980.95,1310737.0
norfolk_newport_news_va,2015-04,151,125,14363100.090000002,1143304.0
norfolk_newport_news_va,2015-05,169,142,17048786.164999995,1321168.25
norfolk_newport_news_va,2015-06,165,140,16523973.259999996,1302250.0
norfolk_newport_news_va,2015-07,162,139,16708793.3,1309802.0
norfolk_newport_news_va,2015-08,158,140,16969717.0,1310661.0
norfolk_newport_news_va,2015-09,163,143,17488806.074999996,1340124.25
norfolk_newport_news_va,2015-10,169,149,18098426.08,1392941.0
norfolk_newport_news_va,2015-11,149,129,16247523.699999997,1236150.0
norfolk_newport_news_va,2015-12,160,137,17313321.98,1311834.0
norfolk_newport_news_va,2016-01,141,119,14815546.055000002,1128810.25
norfolk_newport_news_va,2016-02,91,85,10413868.78,797076.0
norfolk_newport_news_va,2016-03,86,75,9414896.020000001,714258.0
norfolk_newport_news_va,2016-04,88,77,10053648.979999999,772609.0
norfolk_newport_news_va,2016-05,147,137,17721829.244999997,1336979.25
norfolk_newport_news_va,2016-06,153,138,17118623.619999997,1306231.0
norfolk_newport_news_va,2016-07,146,132,17131589.529999997,1283824.0
norfolk_newport_news_va,2016-08,119,111,15414038.989999998,1160707.0
norfolk_newport_news_va,2016-09,126,110,14239150.625000002,1086244.25
norfolk_newport_news_va,2016-10,124,117,15374705.4,1139608.0
norfolk_newport_news_va,2016-11,116,106,14353884.44,1067757.0
norfolk_newport_news_va,2016-12,141,130,16792100.89,1260252.0
norfolk_newport_news_va,2017-01,121,109,14759025.68,1086021.0
norfolk_newport_news_va,2017-02,120,111,14263871.714999996,1066345.25
norfolk_newport_news_va,2017-03,124,114,14496228.58,1098783.0
norfolk_newport_news_va,2017-04,124,109,13563524.46,1030597.0
norfolk_newport_news_va,2017-05,117,107,14797583.66,1099523.0
norfolk_newport_news_va,2017-06,124,113,15386150.039999997,1144307.0
norfolk_newport_news_va,2017-07,108,101,15112770.12,1097446.0
norfolk_newport_news_va,2017-08,120,111,15921221.169999998,1170093.0
norfolk_newport_news_va,2017-09,128,120,16229260.979999999,1203439.0
norfolk_newport_news_va,2017-10,125,112,15531493.44,1143596.0
norfolk_newport_news_va,2017-11,122,117,16099490.06,1194975.0
norfolk_newport_news_va,2017-12,120,106,14693175.370000001,1082754.0
norfolk_newport_news_va,2018-01,217,188,24197200.660000008,1805562.0
norfolk_newport_news_va,2018-02,213,178,22195777.21,1662065.0
norfolk_newport_news_va,2018-03,234,196,23540697.619999997,1774198.0
norfolk_newport_news_va,2018-04,222,198,24808324.7,1849410.0
norfolk_newport_news_va,2018-05,213,188,22811131.05,1718987.0
norfolk_newport_news_va,2018-06,209,181,22496434.6,1689943.0
norfolk_newport_news_va,2018-07,213,183,21765166.7,1655419.0
norfolk_newport_news_va,2018-08,219,191,23170298.199999996,1763319.0
norfolk_newport_news_va,2018-09,193,176,21381085.6,1612983.0
norfolk_newport_news_va,2018-10,205,184,23114575.599999994,1732684.0
norfolk_newport_news_va,2018-11,190,168,20083231.219999995,1533285.0
norfolk_newport_news_va,2018-12,188,170,19849065.799999997,1518876.0
norfolk_newport_news_va,2019-01,191,167,19266502.04,1461378.0
norfolk_newport_news_va,2019-02,162,144,17628845.24,1341360.0
norfolk_newport_news_va,2019-03,186,163,19483649.199999996,1468253.0
norfolk_newport_news_va,2019-04,168,147,18848628.74,1416942.0
norfolk_newport_news_va,2019-05,177,158,19724032.599999998,1474384.0
norfolk_newport_news_va,2019-06,182,164,20046718.099999998,1495680.0
norfolk_newport_news_va,2019-07,171,151,19446222.599999998,1469350.0
norfolk_newport_news_va,2019-08,181,160,19249406.200000003,1467656.0
norfolk_newport_news_va,2019-09,169,153,19108719.000000004,1448304.0
norfolk_newport_news_va,2019-10,173,153,19011073.5,1454481.0
norfolk_newport_news_va,2019-11,167,149,17525337.2,1326543.0
norfolk_newport_news_va,2019-12,167,151,18469801.5,1416956.0
norfolk_newport_news_va,2020-01,154,138,17333239.6,1307230.0
norfolk_newport_news_va,2020-02,147,129,16153792.739999996,1226946.0
norfolk_newport_news_va,2020-03,155,140,17276328.2,1295165.0
norfolk_newport_news_va,2020-04,146,130,14839265.690000001,1157259.0
norfolk_newport_news_va,2020-05,142,132,15535275.300000004,1192544.0
norfolk_newport_news_va,2020-06,138,129,15511659.299999999,1184708.0
norfolk_newport_news_va,2020-07,138,125,15733185.299999999,1189634.0
norfolk_newport_news_va,2020-08,137,128,16107025.919999998,1215838.0
norfolk_newport_news_va,2020-09,143,129,15906726.1,1215117.0
norfolk_newport_news_va,2020-10,152,137,17394085.7,1321049.0
norfolk_newport_news_va,2020-11,157,145,19110795.1,1438404.0
norfolk_newport_news_va,2020-12,161,140,18109950.2,1374581.0
norfolk_newport_news_va,2021-01,156,136,16993780.8,1287628.0
norfolk_newport_news_va,2021-02,137,122,16176692.100000001,1220692.0
norfolk_newport_news_va,2021-03,160,146,18491575.4,1417602.0
norfolk_newport_news_va,2021-04,212,184,24238686.799999997,1872489.0
norfolk_newport_news_va,2021-05,200,171,22781885.4,1778810.0
norfolk_newport_news_va,2021-06,197,176,23449163.499999996,1851853.0
norfolk_newport_news_va,2021-07,182,161,22434746.400000002,1731631.0
norfolk_newport_news_va,2021-08,199,176,23512552.9,1841015.0
norfolk_newport_news_va,2021-09,205,183,24288419.899999995,1895758.0
norfolk_newport_news_va,2021-10,197,177,22896527.900000002,1794243.0
norfolk_newport_news_va,2021-11,196,163,20625529.2,1632815.0
norfolk_newport_news_va,2021-12,197,167,21496159.299999997,1734975.0
norfolk_newport_news_va,2022-01,179,157,18458048.999999996,1489692.0
norfolk_newport_news_va,2022-02,201,169,20900888.499999996,1679765.0
norfolk_newport_news_va,2022-03,196,168,20669025.2,1636873.0
norfolk_newport_news_va,2022-04,201,174,21262361.3,1734205.0
norfolk_newport_news_va,2022-05,216,185,23394189.0,1856851.0
norfolk_newport_news_va,2022-06,195,168,21628993.699999996,1710212.0
norfolk_newport_news_va,2022-07,206,180,22937342.120000005,1840758.0
norfolk_newport_news_va,2022-08,208,184,23221516.800000004,1890791.0
norfolk_newport_news_va,2022-09,206,175,21654177.7,1755647.0
norfolk_newport_news_va,2022-10,213,178,22798862.659999996,1813175.0
norfolk_newport_news_va,2022-11,203,178,23353740.820000004,1865536.0
norfolk_newport_news_va,2022-12,206,180,23247877.720000003,1883962.0
norfolk_newport_news_va,2023-01,222,190,24194559.200000003,1960958.0
norfolk_newport_news_va,2023-02,208,186,23201543.200000003,1882355.0
norfolk_newport_news_va,2023-03,204,183,22995376.900000002,1858463.0
norfolk_newport_news_va,2023-04,224,200,25829205.76,2098473.0
norfolk_newport_news_va,2023-05,233,197,24835762.6,2045017.0
norfolk_newport_news_va,2023-06,228,193,25289991.2,2037945.0
norfolk_newport_news_va,2023-07,243,213,28256566.099999998,2298040.0
norfolk_newport_news_va,2023-08,228,195,24755493.799999997,2069680.0
norfolk_newport_news_va,2023-09,209,183,23067733.0,1912605.0
norfolk_newport_news_va,2023-10,234,198,26425932.499999996,2147951.0
norfolk_newport_news_va,2023-11,220,192,24202717.799999997,2009958.0
norfolk_newport_news_va,2023-12,203,178,21837021.1,1842517.0
norfolk_newport_news_va,2024-01,224,193,23632578.199999996,1959778.0
norfolk_newport_news_va,2024-02,232,199,24505719.999999996,2046514.0
norfolk_newport_news_va,2024-03,241,211,24175254.65,2052689.0
norfolk_newport_news_va,2024-04,236,205,25016828.4,2107175.0
norfolk_newport_news_va,2024-05,255,218,27103889.299999993,2264323.0
norfolk_newport_news_va,2024-06,236,209,24663493.5,2056899.0
norfolk_newport_news_va,2024-07,237,203,25898481.000000004,2141262.0
norfolk_newport_news_va,2024-08,238,208,24811956.000000004,2098839.0
norfolk_newport_news_va,2024-09,229,199,23956714.9,2008220.0
norfolk_newport_news_va,2024-10,209,183,21861175.199999996,1851215.0
norfolk_newport_news_va,2024-11,221,188,23065665.500000004,1938195.0
norfolk_newport_news_va,2024-12,226,185,23177005.76,1910905.0
norfolk_newport_news_va,2025-01,202,171,21533338.7,1811148.0
norfolk_newport_news_va,2025-02,208,172,21937663.099999998,1804342.0
norfolk_newport_news_va,2025-03,248,204,25432671.24,2129165.0
norfolk_newport_news_va,2025-04,218,185,23221257.459999997,1899297.0
norfolk_newport_news_va,2025-05,227,189,22966587.8,1899199.0
norfolk_newport_news_va,2025-06,220,185,20767644.3,1755185.0
norfolk_newport_news_va,2025-07,217,180,21322459.04000001,1784819.0
norfolk_newport_news_va,2025-08,224,174,21907985.3,1801160.0
norfolk_newport_news_va,2025-09,219,179,20641087.459999997,1734722.0
norfolk_newport_news_va,2025-10,231,174,19889082.0,1655358.0
norfolk_newport_news_va,2025-11,200,156,18545996.880000003,1555193.0
norfolk_newport_news_va,2025-12,217,161,19698513.919999998,1628644.0
philadelphia_pa,2015-01,74,49,3677461.1,324083.0
philadelphia_pa,2015-02,71,56,3914163.32,346337.0
philadelphia_pa,2015-03,77,60,4018334.97,355801.0
philadelphia_pa,2015-04,68,51,3425768.1100000003,304919.0
philadelphia_pa,2015-05,64,55,4163048.4,355075.0
philadelphia_pa,2015-06,64,49,3618961.56,320151.0
philadelphia_pa,2015-07,74,63,4227138.13,379561.0
philadelphia_pa,2015-08,56,46,3249046.29,284978.0
philadelphia_pa,2015-09,66,58,4059027.24,356778.0
philadelphia_pa,2015-10,62,56,4158561.58,365347.0
philadelphia_pa,2015-11,62,50,3582779.5400000005,311782.0
philadelphia_pa,2015-12,68,54,3580606.3100000005,316112.0
philadelphia_pa,2016-01,72,63,4212425.68,371773.0
philadelphia_pa,2016-02,44,39,2371661.5,217988.0
philadelphia_pa,2016-03,46,39,2366714.12,213924.0
philadelphia_pa,2016-04,41,36,2243539.32,202595.0
philadelphia_pa,2016-05,61,55,3816328.7199999997,337256.0
philadelphia_pa,2016-06,67,61,4141678.58,366889.0
philadelphia_pa,2016-07,68,62,4244266.42,373726.0
philadelphia_pa,2016-08,56,51,3776040.12,327987.0
philadelphia_pa,2016-09,59,51,3663911.52,317732.0
philadelphia_pa,2016-10,56,50,3382619.3200000003,300458.0
philadelphia_pa,2016-11,63,57,3946717.2299999995,340370.0
philadelphia_pa,2016-12,69,59,4013777.7999999993,350378.0
philadelphia_pa,2017-01,69,62,4051641.72,359946.0
philadelphia_pa,2017-02,66,59,3916564.6,347421.0
philadelphia_pa,2017-03,67,57,3828129.0,336124.0
philadelphia_pa,2017-04,65,55,3503989.23,319044.0
philadelphia_pa,2017-05,61,53,3557098.6,316390.0
philadelphia_pa,2017-06,50,46,3373736.6999999997,291665.0
philadelphia_pa,2017-07,55,49,3676021.3000000003,319915.0
philadelphia_pa,2017-08,59,52,3710438.0,326125.0
philadelphia_pa,2017-09,49,44,3205790.5999999996,277808.0
philadelphia_pa,2017-10,49,42,3052731.5000000005,264975.0
philadelphia_pa,2017-11,48,43,3239707.8000000003,276831.0
philadelphia_pa,2017-12,50,45,3489993.7,294735.0
philadelphia_pa,2018-01,99,80,5397158.7,472697.0
philadelphia_pa,2018-02,101,87,5698740.0,502467.0
philadelphia_pa,2018-03,105,92,5932319.9,533415.0
philadelphia_pa,2018-04,109,93,5770397.6,521134.0
philadelphia_pa,2018-05,93,84,5639072.8,501617.0
philadelphia_pa,2018-06,91,80,5426398.899999999,470083.0
philadelphia_pa,2018-07,78,68,4439671.800000001,400229.0
philadelphia_pa,2018-08,84,76,5021440.880000001,445349.0
philadelphia_pa,2018-09,90,79,5267104.500000001,463473.0
philadelphia_pa,2018-10,88,79,5220721.040000001,464559.0
philadelphia_pa,2018-11,82,75,4881275.94,436770.0
philadelphia_pa,2018-12,90,80,5050819.800000001,455739.0
philadelphia_pa,2019-01,97,86,5171216.200000001,465680.0
philadelphia_pa,2019-02,88,82,5305637.699999999,472869.75
philadelphia_pa,2019-03,95,86,5587682.290000001,507096.0
philadelphia_pa,2019-04,95,83,5603354.500000001,501585.0
philadelphia_pa,2019-05,87,78,5378223.300000001,476111.0
philadelphia_pa,2019-06,88,86,5875219.2,517654.0
philadelphia_pa,2019-07,86,76,5093753.510000001,452741.0
philadelphia_pa,2019-08,91,80,5623374.5,503830.0
philadelphia_pa,2019-09,86,75,5558485.000000002,492428.0
philadelphia_pa,2019-10,73,64,4781900.800000001,422605.0
philadelphia_pa,2019-11,72,67,4972025.8,439349.0
philadelphia_pa,2019-12,78,69,4847187.3100000005,427753.0
philadelphia_pa,2020-01,82,71,4930447.5,447957.0
philadelphia_pa,2020-02,88,76,5029165.3,459725.0
philadelphia_pa,2020-03,86,74,4933821.3100000005,445949.0
philadelphia_pa,2020-04,85,75,5176316.399999999,461343.0
philadelphia_pa,2020-05,69,59,4543793.600000001,396770.0
philadelphia_pa,2020-06,65,58,4118727.7000000007,365002.0
philadelphia_pa,2020-07,75,68,4634916.800000001,414109.0
philadelphia_pa,2020-08,75,66,4676618.300000001,412471.0
philadelphia_pa,2020-09,63,53,3838831.1100000003,335144.0
philadelphia_pa,2020-10,69,58,4431546.2,399402.0
philadelphia_pa,2020-11,68,61,4573922.299999999,404804.0
philadelphia_pa,2020-12,71,57,4067181.1999999993,368183.0
philadelphia_pa,2021-01,68,56,3920882.12,352689.0
