port_complex_id,year_month,unique_vessels,unique_cargo_vessels,n_pings,days_sampled,ship_days,port_calls,cargo_port_calls,freight_port_calls
savannah_ga,2022-09,170,156,173635,29,407.951400462963,166,154,166
savannah_ga,2022-10,191,170,211083,31,511.1779282407407,200,178,200
savannah_ga,2022-11,199,176,203132,30,483.454513888889,198,174,198
savannah_ga,2022-12,195,169,192843,31,480.9212731481481,190,164,190
savannah_ga,2023-01,194,171,203405,31,442.18017361111106,199,174,199
savannah_ga,2023-02,181,162,184064,28,386.60314814814825,181,164,181
savannah_ga,2023-03,180,160,162400,31,412.39458333333283,174,155,174
savannah_ga,2023-04,188,161,166176,30,379.66421296296295,183,156,183
savannah_ga,2023-05,213,184,193814,31,498.1456712962964,213,183,213
savannah_ga,2023-06,189,166,161139,30,482.9658217592592,188,162,188
savannah_ga,2023-07,208,183,202865,31,509.79884259259273,213,188,213
savannah_ga,2023-08,185,169,166367,31,415.0031250000003,179,163,179
savannah_ga,2023-09,196,169,186291,30,498.1277893518515,199,172,199
savannah_ga,2023-10,206,185,172606,31,448.9510416666668,208,186,208
savannah_ga,2023-11,198,175,156671,30,364.73552083333317,190,168,190
savannah_ga,2023-12,188,164,183122,31,515.8797569444445,189,164,189
savannah_ga,2024-01,202,178,192944,31,552.307708333333,207,179,207
savannah_ga,2024-02,198,169,189596,29,468.40737268518507,192,164,192
savannah_ga,2024-03,201,170,202749,31,553.4179050925933,208,175,208
savannah_ga,2024-04,203,171,194313,30,564.1463657407403,210,176,210
savannah_ga,2024-05,200,175,199469,31,564.7574305555551,210,183,210
savannah_ga,2024-06,202,177,187897,30,477.2217013888888,204,177,204
savannah_ga,2024-07,215,184,213486,31,530.8988425925926,217,185,217
savannah_ga,2024-08,202,177,230631,31,526.0709837962962,197,172,197
savannah_ga,2024-09,174,150,186937,30,478.6549652777781,178,151,178
savannah_ga,2024-10,186,164,191613,31,440.0327199074072,190,165,190
savannah_ga,2024-11,193,168,195744,30,459.47091435185183,190,164,190
savannah_ga,2024-12,178,156,188974,31,538.1610995370372,181,157,181
savannah_ga,2025-01,165,147,191579,31,522.0345023148147,166,145,166
savannah_ga,2025-02,181,160,184335,28,422.4076967592593,176,152,176
savannah_ga,2025-03,200,179,177140,31,417.7224537037038,199,177,199
savannah_ga,2025-04,196,174,181263,30,412.9914467592592,190,167,190
savannah_ga,2025-05,181,164,190295,31,518.4975810185188,184,165,184
savannah_ga,2025-06,172,152,201008,30,391.28074074074055,169,148,169
savannah_ga,2025-07,197,181,217992,31,424.79995370370364,191,175,191
savannah_ga,2025-08,187,168,179450,31,474.40543981481454,186,167,186
savannah_ga,2025-09,188,171,168811,30,440.7188310185186,186,169,186
savannah_ga,2025-10,186,171,198742,31,487.8162847222221,189,172,189
savannah_ga,2025-11,187,167,198081,30,488.1418634259257,185,164,185
savannah_ga,2025-12,185,168,190817,31,429.9505208333335,183,164,183
wilmington_nc,2015-01,20,18,10223,25,15.095671296296295,20,18,20
wilmington_nc,2015-02,26,22,11906,25,48.39940972222224,26,21,26
wilmington_nc,2015-03,30,23,17033,28,64.56306712962963,29,22,29
wilmington_nc,2015-04,27,24,16477,28,75.5975925925926,29,25,29
wilmington_nc,2015-05,30,21,19716,31,43.83337962962962,30,21,30
wilmington_nc,2015-06,32,23,13593,30,66.54234953703704,33,25,33
wilmington_nc,2015-07,28,22,17938,30,116.88613425925925,32,26,32
wilmington_nc,2015-08,28,22,16475,26,99.01781249999999,32,26,32
wilmington_nc,2015-09,25,19,12327,23,47.26042824074074,27,21,27
wilmington_nc,2015-10,29,21,24334,29,115.20832175925928,35,26,35
wilmington_nc,2015-11,29,22,11136,27,59.223136574074076,34,26,34
wilmington_nc,2015-12,33,26,17660,28,98.31872685185184,37,30,37
wilmington_nc,2016-01,23,20,9364,25,71.70649305555557,28,24,28
wilmington_nc,2016-02,20,15,10297,19,30.898657407407413,21,16,21
wilmington_nc,2016-03,16,15,7628,15,23.69868055555555,17,16,17
wilmington_nc,2016-04,18,14,9639,17,38.332569444444445,21,17,21
wilmington_nc,2016-05,25,20,8360,25,56.60755787037037,29,24,29
wilmington_nc,2016-06,29,21,13990,30,114.07059027777778,36,28,36
wilmington_nc,2016-07,29,24,14020,30,140.3592361111111,37,31,37
wilmington_nc,2016-08,26,22,14796,27,97.06987268518519,30,26,30
wilmington_nc,2016-09,26,17,16450,29,126.77952546296297,31,22,31
wilmington_nc,2016-10,30,26,18150,27,119.98988425925924,36,32,36
wilmington_nc,2016-11,33,29,22614,30,94.82469907407406,38,34,38
wilmington_nc,2016-12,30,21,12396,29,150.16208333333333,32,24,32
wilmington_nc,2017-01,22,19,6086,25,28.87708333333333,23,20,23
wilmington_nc,2017-02,26,18,12494,26,85.20136574074073,29,23,29
wilmington_nc,2017-03,24,22,9346,29,127.64658564814815,31,29,31
wilmington_nc,2017-04,18,15,9721,28,64.20590277777778,21,18,21
wilmington_nc,2017-05,28,22,18775,28,133.4445601851852,34,28,34
wilmington_nc,2017-06,31,25,18208,28,132.20538194444444,37,31,37
wilmington_nc,2017-07,21,21,6254,23,56.414490740740746,24,24,24
wilmington_nc,2017-08,29,26,12601,28,99.62340277777777,36,33,36
wilmington_nc,2017-09,24,22,7725,24,57.27077546296296,28,26,28
wilmington_nc,2017-10,27,21,12588,27,67.3050925925926,30,24,30
wilmington_nc,2017-11,20,19,10272,24,67.77105324074073,24,23,24
wilmington_nc,2017-12,24,21,9515,26,92.90175925925925,29,27,29
wilmington_nc,2018-01,46,38,24441,31,150.36019675925928,55,47,55
wilmington_nc,2018-02,40,34,23118,28,104.38951388888889,45,39,45
wilmington_nc,2018-03,51,40,22430,31,163.40362268518518,58,46,58
wilmington_nc,2018-04,47,37,29256,29,153.3260069444444,50,39,50
wilmington_nc,2018-05,41,33,27382,31,160.52856481481484,49,42,49
wilmington_nc,2018-06,39,33,15127,28,165.14505787037038,47,40,47
wilmington_nc,2018-07,39,32,17559,30,105.98961805555554,43,36,43
wilmington_nc,2018-08,46,41,22479,31,169.8831712962963,51,46,51
wilmington_nc,2018-09,33,25,16004,23,119.70097222222225,35,27,35
wilmington_nc,2018-10,39,33,21760,30,134.2233912037037,44,38,44
wilmington_nc,2018-11,34,29,19363,30,180.7549189814815,43,38,43
wilmington_nc,2018-12,41,31,28959,31,165.2834259259259,45,36,45
wilmington_nc,2019-01,45,36,33735,31,201.4347685185185,53,45,53
wilmington_nc,2019-02,37,29,28406,28,157.2979629629629,44,35,44
wilmington_nc,2019-03,46,33,24286,30,219.8451736111111,54,40,54
wilmington_nc,2019-04,36,31,20911,29,129.4202546296296,43,38,43
wilmington_nc,2019-05,42,30,19287,30,161.51166666666668,51,38,51
wilmington_nc,2019-06,43,32,23422,29,124.4397337962963,50,38,50
wilmington_nc,2019-07,40,30,20401,31,133.55638888888888,46,36,46
wilmington_nc,2019-08,38,30,26938,30,186.9647453703704,45,37,45
wilmington_nc,2019-09,35,26,15014,28,66.06332175925927,40,32,40
wilmington_nc,2019-10,37,30,22990,31,143.84468749999996,43,35,43
wilmington_nc,2019-11,37,30,19295,30,122.2619097222222,44,37,44
wilmington_nc,2019-12,40,28,27182,31,112.37430555555557,44,32,44
wilmington_nc,2020-01,33,26,18095,31,121.48118055555554,36,30,36
wilmington_nc,2020-02,29,22,16135,29,122.05850694444445,33,26,33
wilmington_nc,2020-03,37,27,19216,31,108.76920138888892,42,32,42
wilmington_nc,2020-04,35,23,14052,26,46.08337962962963,34,22,34
wilmington_nc,2020-05,38,25,17284,29,120.9758449074074,41,28,41
wilmington_nc,2020-06,32,26,18847,27,97.24011574074073,36,29,36
wilmington_nc,2020-07,28,20,11474,29,152.26005787037036,37,28,37
wilmington_nc,2020-08,24,18,10797,24,74.79899305555557,28,22,28
wilmington_nc,2020-09,30,23,14548,28,80.22436342592594,35,28,35
wilmington_nc,2020-10,21,16,11632,25,102.13310185185186,24,19,24
wilmington_nc,2020-11,28,21,15772,27,85.52141203703705,32,25,32
wilmington_nc,2020-12,28,22,14221,28,99.80687499999999,33,27,33
wilmington_nc,2021-01,25,21,16857,26,76.42436342592589,27,23,27
wilmington_nc,2021-02,29,20,19911,27,78.53002314814816,32,23,32
wilmington_nc,2021-03,39,32,23564,28,86.96454861111113,40,33,40
wilmington_nc,2021-04,39,28,17742,30,176.18471064814815,55,44,55
wilmington_nc,2021-05,41,31,21075,30,139.35981481481483,47,37,47
wilmington_nc,2021-06,49,38,31324,30,161.50540509259258,53,42,53
wilmington_nc,2021-07,39,31,24582,31,251.0800810185185,51,41,51
wilmington_nc,2021-08,47,31,26614,31,147.35788194444444,56,40,56
wilmington_nc,2021-09,47,34,27756,30,199.3075694444444,56,43,56
wilmington_nc,2021-10,46,34,17656,28,163.217337962963,54,43,54
wilmington_nc,2021-11,46,30,26423,30,132.56966435185186,52,36,52
wilmington_nc,2021-12,46,38,27867,31,204.39814814814818,54,47,54
wilmington_nc,2022-01,44,34,32027,30,194.05732638888887,52,41,52
wilmington_nc,2022-02,39,32,28414,28,158.92811342592594,46,39,46
wilmington_nc,2022-03,53,42,35793,30,196.227013888889,61,48,61
wilmington_nc,2022-04,47,36,32099,30,242.00342592592597,53,42,53
wilmington_nc,2022-05,45,34,23009,31,159.98900462962962,52,39,52
wilmington_nc,2022-06,50,39,32372,30,193.96479166666668,58,47,58
wilmington_nc,2022-07,45,36,28245,31,174.2807060185185,50,42,50
wilmington_nc,2022-08,47,38,41414,31,187.49021990740744,52,43,52
wilmington_nc,2022-09,45,32,24862,30,201.97047453703706,53,39,53
wilmington_nc,2022-10,40,33,27885,31,177.62041666666664,45,39,45
wilmington_nc,2022-11,45,34,23378,29,163.06034722222222,52,40,52
wilmington_nc,2022-12,51,37,37069,31,262.0165393518519,60,47,60
wilmington_nc,2023-01,47,37,33575,31,165.37256944444442,54,44,54
wilmington_nc,2023-02,50,36,25529,25,170.25793981481476,53,39,53
wilmington_nc,2023-03,45,36,21077,29,212.86167824074076,56,47,56
wilmington_nc,2023-04,54,42,34140,30,184.54510416666665,59,47,59
wilmington_nc,2023-05,55,44,38389,31,188.62604166666668,63,51,63
wilmington_nc,2023-06,58,46,33757,30,281.57298611111105,66,54,66
wilmington_nc,2023-07,48,40,26702,30,160.9050694444444,55,47,55
wilmington_nc,2023-08,44,36,27217,29,181.4926388888889,52,44,52
wilmington_nc,2023-09,43,31,26747,29,203.689074074074,54,41,54
wilmington_nc,2023-10,54,44,33283,31,174.23848379629624,60,50,60
wilmington_nc,2023-11,42,33,14604,29,131.22843749999998,49,41,49
wilmington_nc,2023-12,49,37,16326,31,159.74474537037037,58,46,58
wilmington_nc,2024-01,52,41,36695,31,227.2495138888889,61,51,61
wilmington_nc,2024-02,47,37,22911,29,214.0254976851852,57,46,57
wilmington_nc,2024-03,52,40,31288,30,229.4373726851852,61,49,61
wilmington_nc,2024-04,60,43,36770,30,246.23406250000002,72,53,72
wilmington_nc,2024-05,56,38,26771,30,278.5792361111112,67,48,67
wilmington_nc,2024-06,56,44,36517,30,244.19909722222224,66,54,66
wilmington_nc,2024-07,51,38,30164,31,237.08385416666667,58,45,58
wilmington_nc,2024-08,47,39,34424,31,264.63471064814826,57,49,57
wilmington_nc,2024-09,48,36,22650,30,189.11115740740738,57,44,57
wilmington_nc,2024-10,47,39,31146,30,105.9435648148148,47,40,47
wilmington_nc,2024-11,48,38,22024,30,248.21479166666666,58,46,58
wilmington_nc,2024-12,49,38,26061,30,136.17975694444445,54,44,54
wilmington_nc,2025-01,44,32,31892,31,168.39471064814813,48,36,48
wilmington_nc,2025-02,46,38,27339,28,145.72626157407407,53,44,53
wilmington_nc,2025-03,57,42,32990,31,215.36495370370366,67,50,67
wilmington_nc,2025-04,48,36,32652,30,215.26512731481486,58,44,58
wilmington_nc,2025-05,46,38,21475,30,241.4893402777778,61,52,61
wilmington_nc,2025-06,43,34,24432,30,165.20783564814815,49,40,49
wilmington_nc,2025-07,41,30,22157,30,172.50962962962961,49,37,49
wilmington_nc,2025-08,34,24,20528,31,169.83211805555558,42,33,42
wilmington_nc,2025-09,37,30,29985,30,164.67991898148148,43,37,43
wilmington_nc,2025-10,43,32,20880,31,148.01233796296296,50,39,50
wilmington_nc,2025-11,41,29,23762,30,190.3276157407407,49,36,49
wilmington_nc,2025-12,37,28,15542,28,172.34464120370376,45,35,45
