mmsi,length_m,width_m,draft_m,vessel_type,imo,n_obs,first_year,last_year
218853000,270.0,40.0,10.9,74.0,,2818,2021,2025
219000034,180.0,26.0,7.6,80.0,,2402,2018,2024
219005000,183.0,32.0,13.2,80.0,,115,2018,2018
219006000,183.0,32.0,13.2,80.0,,727,2019,2021
219014000,183.0,32.0,13.5,81.0,,1013,2015,2025
219021350,228.0,32.0,14.5,80.0,,300,2023,2023
219024344,299.0,48.0,11.3,70.0,,470,2022,2022
219025000,160.0,27.0,7.6,81.0,,969,2023,2024
219025316,183.0,32.0,11.6,80.0,,152,2023,2023
219027000,366.0,48.0,14.7,71.0,,750,2022,2023
219027688,200.0,32.0,6.5,70.0,,354,2021,2021
219027836,183.0,32.0,10.9,80.0,,395,2022,2022
219027839,183.0,32.0,10.9,80.0,,921,2021,2022
219027877,183.0,32.0,7.3,80.0,,1184,2021,2022
219027923,183.0,32.0,7.9,80.0,,2616,2021,2025
219028000,120.0,19.0,5.6,83.0,,1292,2019,2021
219028012,200.0,32.0,6.9,70.0,,135,2022,2022
219028013,200.0,32.0,7.5,70.0,,401,2021,2021
219028015,200.0,32.0,12.0,70.0,,627,2021,2023
219028042,196.0,32.0,10.9,70.0,,439,2022,2022
219028049,183.0,32.0,11.5,80.0,,477,2024,2024
219028212,97.0,16.0,5.6,70.0,,633,2021,2024
219028419,182.0,32.0,8.1,89.0,,899,2022,2024
219028420,182.0,32.0,7.3,89.0,,462,2021,2021
219028421,183.0,32.0,7.5,80.0,,849,2024,2025
219028422,182.0,32.0,11.2,89.0,,503,2023,2023
219028423,183.0,32.0,8.0,89.0,,355,2025,2025
219029208,229.0,32.0,13.5,70.0,,222,2022,2022
219029620,250.0,44.0,9.1,80.0,,105,2025,2025
219029762,332.0,44.0,10.6,72.0,,759,2022,2023
219030432,190.0,32.0,6.7,70.0,,507,2024,2024
219030705,183.0,32.0,7.5,80.0,,758,2024,2025
219030726,249.0,44.0,11.1,80.0,,740,2023,2025
219031000,366.0,48.0,14.1,71.0,,1607,2021,2023
219031114,180.0,30.0,7.1,70.0,,1749,2023,2025
219031231,180.0,30.0,9.2,70.0,,885,2022,2025
219031309,180.0,30.0,6.2,70.0,,178,2023,2023
219032189,189.0,33.0,10.7,70.0,,977,2023,2024
219032229,189.0,33.0,10.6,70.0,,1000,2024,2024
219032844,189.0,33.0,9.8,70.0,,90,2025,2025
219033000,366.0,48.0,12.3,70.0,,1755,2021,2023
219034952,183.0,32.0,11.3,80.0,,377,2025,2025
219034953,183.0,32.0,8.2,80.0,,210,2025,2025
219056000,366.0,48.0,14.8,71.0,,1488,2021,2022
219086000,300.0,43.0,9.7,74.0,,577,2022,2023
219120000,183.0,32.0,8.5,89.0,,1463,2018,2022
219124000,175.0,29.0,9.9,80.0,,407,2024,2024
219127000,175.0,29.0,6.7,85.0,,839,2016,2024
219149000,183.0,32.0,7.7,80.0,,431,2022,2022
219151000,134.0,22.0,6.6,82.0,,3455,2018,2024
219152000,134.0,22.0,6.8,80.0,,4020,2019,2025
219153000,146.0,24.0,8.2,80.0,,1210,2021,2024
219154000,145.0,25.0,6.3,82.0,,1348,2021,2024
219155000,366.0,48.0,15.5,70.0,,728,2020,2022
219156000,146.0,24.0,7.1,89.0,,2587,2018,2022
219163000,275.0,48.0,11.6,89.0,,426,2023,2023
219180000,183.0,32.0,8.5,80.0,,1678,2022,2023
219185000,69.0,12.0,4.9,70.0,,55,2017,2017
219190000,183.0,32.0,11.8,89.0,,171,2025,2025
219192000,83.0,13.0,5.4,70.0,,1156,2019,2023
219198000,366.0,48.0,13.3,71.0,,2662,2021,2022
219207000,67.0,10.0,3.7,70.0,,11206,2015,2019
219208000,66.0,10.0,3.5,70.0,,21846,2015,2022
219209000,67.0,10.0,3.5,70.0,,910,2015,2025
219210000,367.0,49.0,13.4,71.0,,1123,2023,2024
219212000,94.0,15.0,6.3,70.0,,308,2023,2023
219216000,294.0,32.0,12.2,70.0,,282,2022,2022
219219000,292.0,32.0,13.5,70.0,,514,2018,2018
219221000,143.0,22.0,6.6,84.0,,372,2021,2021
219222000,130.0,18.0,7.6,80.0,,359,2024,2024
219227000,183.0,32.0,11.6,80.0,,817,2022,2023
219233000,127.0,20.0,5.9,80.0,,407,2015,2015
219239000,185.0,32.0,7.8,80.0,,173,2020,2020
219242000,183.0,32.0,11.8,80.0,,611,2018,2021
219249000,183.0,32.0,10.9,89.0,,305,2025,2025
219253000,184.0,32.0,11.5,80.0,,513,2025,2025
219254000,184.0,33.0,11.0,80.0,,376,2024,2025
219256000,184.0,33.0,8.3,84.0,,582,2024,2024
219258000,366.0,48.0,11.2,71.0,,31,2021,2021
219265000,183.0,32.0,10.6,89.0,,553,2023,2025
219269000,183.0,32.0,12.2,89.0,,537,2015,2015
219273000,176.0,28.0,10.2,83.0,,223,2015,2015
219274000,183.0,32.0,8.4,80.0,,1114,2021,2025
219278000,180.0,35.0,6.9,89.0,,18,2022,2022
219284000,177.0,28.0,10.22,89.0,,396,2015,2015
219287000,146.0,23.0,7.4,84.0,,839,2020,2025
219289000,183.0,32.0,12.6,80.0,,1040,2021,2021
219290000,183.0,32.0,12.6,80.0,,1659,2016,2020
219303000,183.0,32.0,8.6,80.0,,308,2022,2022
219310000,182.0,32.0,8.0,89.0,,358,2024,2025
219312000,274.0,49.0,9.5,89.0,,323,2025,2025
219314000,274.0,49.0,9.5,89.0,,384,2023,2023
219349000,183.0,32.0,8.2,89.0,,287,2022,2022
219351000,183.0,32.0,10.6,80.0,,471,2022,2022
219356000,182.0,32.0,11.6,80.0,,784,2020,2022
219357000,183.0,32.0,10.0,80.0,,321,2023,2023
219361000,368.0,51.0,12.6,71.0,,241,2021,2021
219363000,69.0,11.0,4.9,70.0,,649,2017,2023
219377000,183.0,32.0,11.0,80.0,,212,2025,2025
219383000,183.0,32.0,10.4,80.0,,725,2024,2025
219393000,183.0,32.0,8.0,89.0,,164,2021,2021
219398000,183.0,32.0,13.0,80.0,,1399,2019,2022
219406000,183.0,32.0,8.5,80.0,,889,2024,2025
219407000,182.0,32.0,8.4,80.0,,119,2025,2025
219409000,183.0,32.0,8.0,80.0,,716,2022,2025
219412000,185.0,32.0,8.0,89.0,,462,2025,2025
219413000,183.0,32.0,7.4,80.0,,1168,2022,2024
219414000,183.0,32.0,13.0,80.0,,1493,2018,2023
219415000,183.0,32.0,7.5,89.0,,346,2023,2023
219426000,99.0,15.0,5.8,80.0,,431,2024,2024
219432000,129.0,19.0,8.0,80.0,,433,2022,2022
219452000,183.0,32.0,7.8,80.0,,641,2022,2024
219466000,183.0,32.0,11.2,89.0,,419,2021,2021
219471000,229.0,32.0,10.6,70.0,,483,2023,2023
219473000,119.0,17.0,6.74,82.0,,306,2015,2020
219476000,346.0,42.0,14.9,70.0,,508,2019,2020
219479000,120.0,17.0,6.7,82.0,,950,2016,2017
219484000,183.0,32.0,13.0,80.0,,809,2022,2025
219487000,183.0,32.0,13.0,80.0,,1351,2016,2022
219488000,183.0,32.0,12.6,89.0,,680,2015,2016
219490000,228.0,32.0,13.6,80.0,,138,2024,2024
219496000,229.0,33.0,8.9,80.0,,427,2023,2023
219499000,228.0,32.0,12.5,89.0,,381,2023,2023
219502000,228.0,32.0,8.3,89.0,,123,2025,2025
219510000,300.0,46.0,13.1,71.0,,413,2025,2025
219544000,72.0,12.0,4.9,71.0,,1821,2015,2025
219550000,180.0,30.0,10.7,70.0,,46,2025,2025
219558000,143.0,22.0,6.3,84.0,,39,2020,2020
219568000,186.0,32.0,7.2,89.0,,169,2015,2015
219582000,175.0,29.0,9.6,70.0,,445,2019,2019
219587000,292.0,32.0,13.5,71.0,,7,2017,2017
219594000,176.0,29.0,9.6,70.0,,829,2016,2017
219602000,183.0,33.0,9.3,89.0,,1589,2022,2024
219603000,183.0,32.0,12.0,89.0,,129,2024,2024
219605000,183.0,32.0,11.2,89.0,,162,2024,2024
219607000,175.0,29.0,9.6,70.0,,388,2018,2018
219617000,175.0,29.0,9.6,70.0,,560,2018,2018
219625000,183.0,32.0,11.2,89.0,,662,2024,2025
219626000,185.0,32.0,8.0,80.0,,748,2025,2025
219638000,183.0,32.0,8.0,80.0,,31,2025,2025
219641000,183.0,32.0,10.0,80.0,,431,2025,2025
219652000,100.0,16.0,5.3,80.0,,453,2024,2025
219671000,172.0,27.0,7.6,80.0,,2137,2019,2025
219672000,159.0,,,80.0,,1124,2018,2019
219674000,159.0,26.0,11.0,80.0,,1031,2021,2023
219683000,159.0,26.0,11.0,80.0,,592,2022,2023
219696000,119.0,20.0,7.6,70.0,,83,2019,2019
219830000,146.0,23.0,6.2,84.0,,1517,2022,2025
219857000,198.0,30.0,11.2,70.0,,457,2020,2020
219882000,346.0,42.0,14.9,70.0,,179,2018,2018
219947000,266.0,37.0,14.0,70.0,,2040,2020,2020
219979000,266.0,37.0,14.0,70.0,,310,2021,2021
219981000,266.0,37.0,14.0,70.0,,509,2020,2020
219982000,216.0,32.0,12.3,70.0,,30,2020,2020
220005000,266.0,37.0,14.0,70.0,,908,2020,2020
220061000,346.0,42.0,14.5,70.0,,3994,2015,2025
220129000,346.0,42.0,15.0,70.0,,1549,2019,2025
220164000,346.0,42.0,15.0,70.0,,2685,2019,2025
220187000,352.0,43.0,15.0,70.0,,3868,2015,2023
220198000,237.0,32.0,12.0,70.0,,868,2020,2021
220199000,352.0,42.0,15.0,70.0,,545,2018,2018
220206000,352.0,42.0,15.0,70.0,,3056,2018,2022
220207000,237.0,32.0,12.0,70.0,,3902,2015,2025
220216000,237.0,32.0,12.0,70.0,,662,2019,2020
220221000,352.0,42.0,15.0,70.0,,2753,2015,2023
220237000,228.0,32.0,14.4,80.0,,1040,2018,2022
220245000,352.0,42.0,15.0,70.0,,982,2020,2023
220258000,228.0,32.0,14.4,80.0,,140,2018,2018
220263000,352.0,42.0,15.0,70.0,,4254,2015,2021
220291000,266.0,37.0,14.0,70.0,,298,2022,2022
220301000,183.0,32.0,12.2,89.0,,360,2015,2017
220379000,367.0,42.0,15.0,70.0,,3587,2015,2022
220396000,183.0,32.0,12.2,80.0,,618,2015,2016
220397000,367.0,42.0,15.0,70.0,,3088,2015,2025
220402000,183.0,32.0,12.0,80.0,,476,2016,2019
220413000,367.0,42.0,15.0,70.0,,5210,2016,2024
220414000,367.0,43.0,15.0,71.0,,3511,2015,2025
220415000,366.0,42.0,15.0,70.0,,6683,2016,2025
220416000,366.0,42.0,15.0,70.0,,2952,2018,2025
220456000,175.0,30.0,7.0,80.0,,523,2015,2015
220465000,224.0,32.0,14.3,70.0,,451,2018,2018
220477000,397.0,56.0,16.0,70.0,,465,2018,2018
220480000,175.0,29.0,9.5,80.0,,8,2019,2019
220503000,397.0,56.0,16.0,70.0,,433,2018,2018
220555000,183.0,32.0,12.4,80.0,,852,2016,2023
220556000,182.0,27.0,11.2,80.0,,402,2017,2021
220557000,182.0,32.0,12.7,80.0,,231,2019,2019
220558000,182.0,32.0,12.7,80.0,,184,2018,2018
220560000,183.0,32.0,12.2,80.0,,286,2017,2022
220561000,183.0,32.0,12.2,80.0,,829,2017,2022
220565000,183.0,32.0,12.2,80.0,,405,2015,2016
220566000,183.0,32.0,12.2,80.0,,836,2016,2020
220570000,183.0,27.0,10.6,81.0,,7,2017,2017
220593000,366.0,42.0,15.5,70.0,,1616,2019,2021
220594000,366.0,42.0,15.5,70.0,,1856,2019,2022
220595000,366.0,42.0,15.5,70.0,,2939,2015,2023
220596000,366.0,42.0,15.5,70.0,,1245,2022,2023
220597000,366.0,42.0,15.5,70.0,,5229,2018,2023
220598000,366.0,42.0,15.5,70.0,,2463,2017,2023
220602000,245.0,42.0,9.5,89.0,,361,2025,2025
220603000,183.0,32.0,13.5,80.0,,507,2018,2025
220620000,183.0,32.0,13.5,80.0,,1919,2018,2024
220634000,183.0,32.0,13.5,80.0,,996,2019,2022
220635000,183.0,32.0,11.7,80.0,,1616,2021,2025
220638000,184.0,27.0,11.3,80.0,,385,2019,2019
220640000,292.0,32.0,13.5,70.0,,1688,2018,2019
220644000,129.0,20.0,8.2,80.0,,804,2019,2024
224072000,289.0,45.0,11.7,80.0,,176,2025,2025
224152000,284.0,42.0,12.3,80.0,,346,2020,2020
224263000,284.0,42.0,12.3,80.0,,59,2022,2022
224606000,284.0,42.0,12.3,80.0,,440,2022,2022
226099000,184.0,27.0,7.4,89.0,,80,2020,2020
226320000,175.0,27.0,9.6,71.0,,48,2015,2015
226324000,170.0,27.0,7.3,71.0,,363,2024,2024
226325000,277.0,40.0,14.5,70.0,,1512,2018,2020
226333000,332.0,60.0,22.6,89.0,,3,2017,2017
228020700,125.0,26.0,4.8,79.0,,1020,2022,2025
228025700,126.0,20.0,5.5,70.0,,460,2020,2020
228032900,396.0,54.0,12.7,79.0,,475,2021,2021
228037800,183.0,32.0,13.3,80.0,,464,2023,2023
228059600,333.0,60.0,11.0,80.0,,231,2022,2022
228071000,224.0,36.0,11.72,80.0,,457,2015,2015
228071700,225.0,,,80.0,,385,2019,2019
228075700,333.0,,,80.0,,410,2019,2019
228084000,154.0,24.0,6.6,70.0,,974,2021,2022
228313800,334.0,42.0,15.0,70.0,,1270,2017,2021
228315600,365.0,51.0,15.5,70.0,,810,2019,2020
228316800,366.0,52.0,10.2,79.0,,904,2019,2020
228329800,183.0,32.0,13.08,89.0,,717,2015,2015
228333700,290.0,43.0,11.6,81.0,,59,2017,2017
228335900,334.0,42.0,14.5,70.0,,4219,2019,2024
228337900,334.0,42.0,15.0,70.0,,4013,2017,2023
228338600,334.0,42.0,14.5,70.0,,1787,2018,2020
228339600,334.0,42.0,15.0,70.0,,1867,2018,2024
228340900,334.0,42.0,14.5,70.0,,3813,2018,2024
228342900,349.0,42.0,15.0,70.0,,1832,2018,2024
228343900,349.0,42.0,14.5,70.0,,420,2018,2018
228348900,349.0,42.0,15.0,70.0,,984,2020,2020
228353600,334.0,42.0,14.5,70.0,,3203,2017,2023
228354600,349.0,43.0,12.9,71.0,,2028,2015,2024
228368900,334.0,43.0,12.2,71.0,,866,2019,2020
228376700,22.0,6.0,4.2,79.0,,1116,2021,2022
228391700,293.0,46.0,9.9,80.0,,183,2021,2021
228406700,230.0,36.0,8.0,80.0,,665,2023,2024
228406800,229.0,36.0,7.7,80.0,,1865,2022,2025
228409900,366.0,51.0,11.1,74.0,,105,2023,2023
228410700,366.0,51.0,12.3,71.0,,138,2024,2024
228427800,336.0,60.0,20.4,80.0,,389,2025,2025
228434800,336.0,60.0,15.8,80.0,,247,2025,2025
228444700,299.0,47.0,9.1,80.0,,457,2024,2024
228451700,194.0,32.0,10.8,70.0,,138,2024,2024
228458700,330.0,60.0,14.2,80.0,,158,2024,2024
228468900,268.0,44.0,11.2,79.0,,87,2024,2025
228478900,272.0,43.0,12.6,71.0,,474,2025,2025
228479700,272.0,43.0,13.9,71.0,,380,2025,2025
228479800,272.0,43.0,13.1,70.0,,431,2025,2025
229011000,189.0,28.0,10.4,70.0,,85,2018,2018
229033000,181.0,30.0,9.9,70.0,,604,2018,2023
229046000,249.0,44.0,14.7,80.0,,459,2022,2022
229054000,261.0,32.0,10.0,71.0,,1024,2022,2024
229062000,290.0,45.0,8.7,70.0,,513,2023,2023
229068000,253.0,43.0,13.6,70.0,,907,2018,2021
229079000,183.0,32.0,13.2,80.0,,1407,2018,2022
229081000,189.0,32.0,12.8,70.0,,1842,2018,2023
229084000,182.0,32.0,12.6,80.0,,140,2020,2020
229085000,180.0,32.0,12.5,80.0,,714,2015,2017
229089000,159.0,24.0,9.8,70.0,,476,2018,2019
229101000,179.0,28.0,9.8,70.0,,963,2017,2017
229125000,229.0,32.0,14.5,70.0,,460,2022,2022
229135000,189.0,32.0,12.8,70.0,,476,2021,2021
229141000,190.0,32.0,11.7,70.0,,322,2019,2025
229145000,186.0,32.0,13.0,84.0,,39,2016,2016
229148000,229.0,38.0,14.9,70.0,,406,2018,2018
229158000,199.0,32.0,13.3,70.0,,96,2020,2020
229159000,199.0,32.0,13.3,70.0,,626,2018,2023
229161000,229.0,36.0,14.3,70.0,,194,2022,2022
229178000,229.0,32.0,14.5,70.0,,86,2020,2020
229190000,396.0,54.0,13.8,70.0,,826,2021,2022
229196000,189.0,28.0,10.5,70.0,,528,2015,2018
229199000,186.0,27.0,11.5,70.0,,415,2025,2025
229200000,186.0,27.0,10.9,70.0,,391,2022,2022
229202000,187.0,27.0,10.9,70.0,,590,2021,2024
229203000,187.0,27.0,10.9,70.0,,603,2021,2022
229204000,186.0,28.0,6.2,70.0,,260,2025,2025
229206000,190.0,32.0,12.0,70.0,,441,2016,2016
229208000,183.0,32.0,12.9,89.0,,1051,2016,2018
229212000,292.0,45.0,18.3,70.0,,467,2019,2019
229215000,180.0,30.0,9.9,70.0,,577,2019,2020
229218000,199.0,32.0,13.3,70.0,,262,2019,2020
229219000,199.0,32.0,13.3,70.0,,418,2018,2018
229220000,199.0,32.0,13.3,70.0,,475,2022,2022
229221000,199.0,32.0,13.3,70.0,,1494,2019,2022
229236000,185.0,23.0,9.8,70.0,,338,2020,2020
229247000,189.0,26.0,10.5,70.0,,1526,2016,2017
229265000,210.0,36.0,12.8,70.0,,394,2018,2018
229266000,179.0,28.0,10.2,70.0,,354,2023,2023
229267000,229.0,38.0,14.9,70.0,,257,2019,2019
229271000,282.0,32.0,13.0,71.0,,653,2015,2016
229272000,250.0,44.0,14.93,81.0,,380,2015,2015
229273000,183.0,32.0,8.0,80.0,,315,2023,2025
229283000,229.0,32.0,14.4,70.0,,1248,2023,2023
229285000,229.0,32.0,14.4,70.0,,637,2021,2021
229289000,183.0,32.0,13.2,80.0,,466,2021,2021
229305000,229.0,32.0,14.4,70.0,,208,2020,2020
229315000,179.0,32.0,12.0,80.0,,39,2018,2018
229316000,182.0,32.0,12.7,80.0,,684,2017,2021
229317000,179.0,32.0,12.0,80.0,,63,2015,2019
229319000,183.0,32.0,13.1,80.0,,138,2021,2021
229321000,366.0,51.0,14.4,71.0,,646,2022,2024
229323000,189.0,28.0,10.5,70.0,,1192,2019,2021
229324000,189.0,28.0,10.5,70.0,,1608,2020,2021
229326000,366.0,51.0,14.4,71.0,,270,2022,2022
229331000,334.0,43.0,12.8,71.0,,204,2024,2024
229338000,170.0,30.0,7.2,70.0,,475,2023,2023
229340000,210.0,30.0,10.3,70.0,,323,2023,2023
229343000,225.0,32.0,14.1,70.0,,37,2015,2015
229347000,228.0,32.0,14.4,70.0,,91,2018,2018
229353000,179.0,32.0,12.0,80.0,,439,2018,2018
229358000,185.0,30.0,11.6,70.0,,726,2022,2024
229364000,224.0,32.0,13.4,70.0,,468,2016,2016
229365000,183.0,32.0,13.2,80.0,,130,2019,2019
229373000,222.0,32.0,14.2,70.0,,698,2019,2022
229376000,189.0,32.0,12.8,70.0,,208,2022,2022
229384000,275.0,32.0,13.5,71.0,,877,2016,2016
229393000,366.0,51.0,12.0,71.0,,1038,2023,2024
229395000,189.0,32.0,12.9,70.0,,271,2023,2023
229399000,143.0,22.0,9.5,80.0,,421,2016,2016
229407000,183.0,32.0,13.1,80.0,,899,2020,2021
229410000,186.0,28.0,10.0,70.0,,1312,2020,2024
229411000,186.0,28.0,10.0,70.0,,842,2019,2022
229440000,294.0,32.0,13.52,71.0,,910,2015,2015
229446000,179.0,32.0,12.1,80.0,,1321,2016,2022
229449000,179.0,32.0,8.5,80.0,,808,2022,2025
229454000,366.0,51.0,13.3,71.0,,1153,2022,2024
229455000,304.0,40.0,11.2,71.0,,363,2016,2016
229462000,190.0,32.0,11.4,70.0,,1021,2023,2025
229464000,366.0,51.0,14.5,70.0,,673,2022,2023
229465000,149.0,23.0,8.5,70.0,,475,2023,2023
229467000,300.0,48.0,13.0,71.0,,1086,2019,2025
229469000,208.0,30.0,11.4,79.0,,540,2016,2017
229475000,116.0,20.0,5.6,80.0,,18,2022,2022
229478000,199.0,32.0,13.3,70.0,,704,2019,2019
229479000,229.0,32.0,10.6,74.0,,194,2022,2022
229486000,189.0,32.0,12.8,70.0,,237,2021,2021
229487000,304.0,40.0,14.0,70.0,,1875,2015,2019
229521000,304.0,40.0,14.0,70.0,,98,2018,2018
229523000,199.0,32.0,13.0,70.0,,555,2018,2021
229525000,143.0,22.0,9.5,89.0,,82,2016,2016
229532000,292.0,45.0,18.4,70.0,,404,2021,2021
229535000,138.0,23.0,9.3,80.0,,459,2022,2022
229538000,304.0,40.0,14.0,79.0,,1664,2016,2017
229544000,304.0,40.0,14.0,70.0,,2210,2015,2018
229545000,138.0,23.0,9.3,80.0,,158,2021,2021
229548000,299.0,48.0,13.2,70.0,,1154,2023,2025
229554000,200.0,32.0,11.1,70.0,,464,2024,2024
229564000,225.0,32.0,13.48,70.0,,446,2015,2015
229565000,175.0,28.0,5.7,70.0,,42,2025,2025
229568000,224.0,32.0,13.8,70.0,,475,2019,2019
229569000,225.0,32.0,14.1,79.0,,763,2015,2017
229570000,224.0,32.0,14.1,70.0,,109,2019,2019
229577000,304.0,40.0,14.0,71.0,,3021,2015,2018
229580000,183.0,32.0,13.3,80.0,,100,2018,2018
229592000,366.0,51.0,14.3,71.0,,1642,2022,2025
229598000,299.0,48.0,14.5,70.0,,472,2021,2021
229600000,177.0,27.0,10.9,70.0,,2371,2015,2018
229602000,199.0,32.0,13.3,70.0,,447,2022,2022
229603000,199.0,32.0,13.3,70.0,,1168,2017,2022
229606000,105.0,15.0,6.9,80.0,,36,2022,2025
229613000,180.0,30.0,10.7,70.0,,310,2019,2019
229614000,180.0,30.0,10.7,70.0,,455,2018,2018
229618000,239.0,42.0,14.8,80.0,,437,2018,2018
229619000,229.0,42.0,14.8,80.0,,346,2017,2017
229620000,299.0,48.0,14.5,70.0,,1595,2019,2024
229622000,365.0,48.0,16.0,70.0,,2362,2019,2025
229625000,300.0,48.0,10.2,79.0,,193,2020,2020
229626000,300.0,48.0,10.6,71.0,,2116,2021,2024
229631000,183.0,32.0,9.9,80.0,,313,2025,2025
229632000,183.0,32.0,6.7,89.0,,418,2023,2023
229633000,166.0,25.0,7.7,72.0,,1750,2016,2025
229636000,182.0,32.0,12.7,80.0,,486,2016,2019
229638000,334.0,43.0,14.6,71.0,,1447,2016,2019
229640000,183.0,32.0,12.6,80.0,,108,2018,2018
229641000,183.0,32.0,13.3,80.0,,103,2019,2019
229643000,183.0,32.0,13.3,80.0,,736,2020,2022
229646000,208.0,30.0,11.4,71.0,,776,2016,2019
229648000,255.0,37.0,13.0,73.0,,155,2024,2024
229651000,324.0,42.0,11.0,71.0,,983,2015,2022
229653000,325.0,43.0,9.6,71.0,,887,2015,2016
229655000,334.0,43.0,14.6,70.0,,2025,2015,2017
229656000,190.0,24.0,10.3,70.0,,426,2023,2023
229659000,229.0,38.0,7.9,70.0,,93,2025,2025
229665000,243.0,32.0,11.5,70.0,,1015,2021,2023
229672000,229.0,38.0,14.9,70.0,,445,2018,2018
229677000,207.0,32.0,6.8,70.0,,1189,2023,2025
229680000,165.0,25.0,8.0,71.0,,852,2024,2025
229685000,366.0,51.0,12.8,71.0,,613,2023,2023
229697000,199.0,32.0,13.3,70.0,,434,2021,2021
229710000,199.0,36.0,10.6,70.0,,776,2020,2022
229712000,229.0,36.0,14.2,70.0,,450,2020,2020
229718000,190.0,32.0,12.3,70.0,,613,2016,2024
229720000,151.0,26.0,9.57,70.0,,551,2015,2015
229722000,189.0,32.0,12.3,70.0,,443,2018,2018
229723000,122.0,19.0,8.0,80.0,,3130,2018,2025
229725000,189.0,32.0,12.3,70.0,,180,2022,2022
229726000,300.0,48.0,11.3,71.0,,674,2021,2025
229732000,189.0,32.0,12.2,70.0,,967,2018,2024
229736000,334.0,43.0,13.0,72.0,,806,2021,2022
229748000,183.0,32.0,7.8,82.0,,404,2025,2025
229752000,366.0,51.0,14.5,70.0,,938,2022,2024
229758000,179.0,30.0,10.7,70.0,,492,2021,2021
229769000,275.0,32.0,13.5,71.0,,711,2015,2021
229770000,183.0,32.0,10.8,80.0,,115,2025,2025
229772000,275.0,32.0,13.5,74.0,,649,2016,2017
229778000,332.0,58.0,22.5,80.0,,476,2022,2022
229779000,366.0,51.0,13.3,70.0,,1225,2022,2025
229782000,195.0,28.0,10.1,79.0,,629,2015,2015
229787000,198.0,32.0,13.3,70.0,,417,2019,2019
229788000,199.0,32.0,13.3,70.0,,599,2018,2024
229800000,292.0,45.0,18.3,70.0,,471,2019,2019
229805000,193.0,26.0,7.4,79.0,,358,2015,2015
229808000,349.0,42.0,12.7,71.0,,1843,2023,2025
229815000,186.0,30.0,11.5,70.0,,478,2021,2021
229821000,176.0,27.0,10.9,70.0,,2263,2020,2023
229843000,180.0,28.0,10.1,70.0,,756,2017,2020
229846000,200.0,32.0,10.8,71.0,,405,2023,2023
229847000,183.0,27.0,11.02,80.0,,36,2015,2015
229868000,225.0,32.0,14.14,70.0,,477,2015,2015
229869000,243.0,42.0,11.1,80.0,,485,2024,2025
229882000,183.0,27.0,11.22,89.0,,476,2015,2015
229902000,199.0,32.0,12.3,70.0,,166,2023,2025
229922000,143.0,22.0,9.5,80.0,,469,2016,2016
229934000,299.0,48.0,14.8,70.0,,2568,2018,2025
