Port,YearMonth,UniqueVessels,MeanDwellDays,MedianDwellDays,StdDwellDays,MinDwellDays,MaxDwellDays,TotalObservations,AvgVesselLength,PortName,days_ok,days_total
LA_Long_Beach,2020-03,268,5.396967160724157,2.7032696759259256,7.265989441103114,0.0,30.99863425925926,482777,240.8841698841699,LA_Long_Beach,31,31
NY_NJ,2020-03,238,3.5895064970432617,1.2939930555555557,5.961454510062416,0.018599537037037036,30.99685185185185,86204,243.06926406926408,NY_NJ,31,31
Savannah,2020-03,167,1.6114967980705257,1.0446296296296296,2.7674840519874575,0.0,21.996458333333333,118781,262.10843373493975,Savannah,31,31
Seattle,2020-03,115,4.100021739130435,1.653275462962963,6.737407561579428,0.0020833333333333333,30.999421296296298,112827,250.2017543859649,Seattle,31,31
Houston,2020-04,395,4.068615506329114,2.2306712962962965,5.281754738998595,0.0038078703703703703,26.941006944444446,81285,189.59016393442624,Houston,30,30
LA_Long_Beach,2020-04,279,5.283867151201381,2.696296296296296,7.2280138316464635,0.0020717592592592593,29.999895833333333,553255,244.8740740740741,LA_Long_Beach,30,30
NY_NJ,2020-04,225,3.4434536522633743,1.3653356481481482,5.9787713378017955,0.016909722222222222,29.997557870370372,77555,244.04109589041096,NY_NJ,30,30
Savannah,2020-04,156,1.4746878709639126,1.0628703703703704,2.4324276341005255,0.18480324074074075,21.836608796296296,106597,259.47712418300654,Savannah,30,30
Seattle,2020-04,103,4.070470716468896,1.7100810185185185,6.921913193187832,0.0007060185185185185,29.99894675925926,92895,259.6039603960396,Seattle,30,30
Houston,2020-05,354,4.225162429378531,2.174837962962963,5.694516105151793,0.008796296296296297,29.213078703703705,90060,189.72537313432835,Houston,30,31
LA_Long_Beach,2020-05,229,5.940537158337377,2.5741203703703706,8.651890457193753,0.05789351851851852,30.999421296296298,503962,243.23076923076923,LA_Long_Beach,30,31
NY_NJ,2020-05,230,3.189556209742351,1.1677662037037035,5.5369067771055285,0.01443287037037037,30.999189814814816,74386,243.42920353982302,NY_NJ,30,31
Savannah,2020-05,140,2.215355572089947,1.0374305555555556,4.32480264272318,0.004872685185185185,28.005358796296296,108853,258.8776978417266,Savannah,30,31
Seattle,2020-05,103,4.593554476806904,1.6642476851851853,7.756962077853955,0.006099537037037037,30.99802083333333,74745,258.6039603960396,Seattle,30,31
Houston,2020-06,376,4.623680278516549,2.256140046296296,6.194932745095589,0.0,28.464305555555555,96684,188.67688022284122,Houston,30,30
LA_Long_Beach,2020-06,213,6.16029272083116,3.0971759259259257,8.072348360538234,0.031516203703703706,29.999189814814816,469063,251.12980769230768,LA_Long_Beach,30,30
NY_NJ,2020-06,230,4.118068488325282,1.4049016203703704,6.69864005018309,0.017361111111111112,29.99650462962963,90334,241.72645739910314,NY_NJ,30,30
Savannah,2020-06,151,1.5575086613931812,1.0847453703703704,2.111260036860162,0.10644675925925925,21.45371527777778,115793,266.5302013422819,Savannah,30,30
Seattle,2020-06,95,4.6819370126705655,1.7719444444444445,6.890081368846634,0.0022222222222222222,29.99747685185185,86331,252.38297872340425,Seattle,30,30
Houston,2020-07,435,3.9761715889740317,2.091238425925926,5.59232238960859,0.0,29.689189814814814,94801,192.34739454094293,Houston,31,31
LA_Long_Beach,2020-07,371,4.690262210492164,2.00474537037037,7.514411823848189,0.0,30.99949074074074,476950,249.46814404432132,LA_Long_Beach,31,31
NY_NJ,2020-07,276,3.81564949006978,1.2946064814814815,6.679909278291687,0.0,30.997905092592593,104106,241.1851851851852,NY_NJ,31,31
Savannah,2020-07,187,2.075307424737572,0.9324537037037037,4.515896044205702,0.012488425925925925,28.40730324074074,113977,253.79679144385025,Savannah,31,31
Seattle,2020-07,127,3.7677744058034413,1.2410185185185185,7.337736449633246,0.0,30.998796296296295,71497,255.73228346456693,Seattle,31,31
Houston,2020-08,394,4.0689683798646366,2.0093750000000004,5.9032914069189175,0.007534722222222222,29.43834490740741,86962,192.16890080428954,Houston,31,31
LA_Long_Beach,2020-08,325,4.90970957977208,2.2614814814814816,7.090037283200366,0.0,30.999548611111113,503037,253.85173501577287,LA_Long_Beach,31,31
NY_NJ,2020-08,274,3.6565058968640174,1.382019675925926,6.25203336211538,0.0,30.995416666666667,105887,239.30711610486892,NY_NJ,31,31
Savannah,2020-08,196,1.4378492299697656,1.0045081018518518,3.037865241013466,0.018703703703703705,30.682129629629628,115192,264.9326424870466,Savannah,31,31
Seattle,2020-08,121,3.9434511784511788,1.6115277777777777,6.419718920437254,0.0,30.998784722222222,83238,244.72727272727272,Seattle,31,31
Houston,2020-09,372,4.692662659299084,2.086226851851852,6.438691010826816,0.027453703703703702,29.87769675925926,81023,191.49720670391062,Houston,29,30
LA_Long_Beach,2020-09,267,5.363253528575392,3.0832407407407407,6.554642805176403,0.00869212962962963,29.99946759259259,407088,252.85496183206106,LA_Long_Beach,29,30
