MMSI,Port,YearMonth,anchor_hours,berth_hours,manoeuvre_hours,transit_hours,unknown_hoteling_hours,total_mode_hours
538009200,Houston,2023-08,0.0,48.965555555555554,0.4886111111111111,1.4636111111111112,0.0,50.91777777777778
538009202,Houston,2023-08,0.0,0.0,0.0,3.638611111111111,0.0,3.638611111111111
538009206,Houston,2023-08,0.0,0.0,0.0,3.9225,0.0,3.9225
538009258,Houston,2023-08,0.0,0.0,0.0,3.4972222222222222,0.0,3.4972222222222222
538009332,Houston,2023-08,0.0,0.0,0.0,3.78,0.0,3.78
538009396,Houston,2023-08,0.0,0.0,0.0,3.630555555555556,0.0,3.630555555555556
538009459,Houston,2023-08,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
538009511,Houston,2023-08,0.0,0.0,0.0,8.901944444444444,0.0,8.901944444444444
538009532,Houston,2023-08,0.0,0.0,0.0,3.5305555555555554,0.0,3.5305555555555554
538009685,Houston,2023-08,0.0,0.0,0.0,14.533888888888889,0.0,14.533888888888889
538009686,Houston,2023-08,0.0,0.0,0.0,3.4883333333333337,0.0,3.4883333333333337
538009779,Houston,2023-08,0.0,39.38,0.2577777777777778,17.639444444444443,0.0,57.27722222222222
538009787,Houston,2023-08,0.0,0.0,0.0,3.3588888888888886,0.0,3.3588888888888886
538009795,Houston,2023-08,0.0,0.0,0.0,3.557777777777777,0.0,3.557777777777777
538009858,Houston,2023-08,0.0,0.0,0.0,3.5436111111111117,0.0,3.5436111111111117
538010062,Houston,2023-08,0.0,0.0,0.0,3.4633333333333334,0.0,3.4633333333333334
538010080,Houston,2023-08,0.0,0.0,0.0,3.872777777777778,0.0,3.872777777777778
538010141,Houston,2023-08,0.0,0.0,2.0941666666666667,4.6258333333333335,0.0,6.720000000000001
538010252,Houston,2023-08,0.0,0.0,0.0,3.628055555555556,0.0,3.628055555555556
538010283,Houston,2023-08,0.0,0.0,0.0,3.468888888888889,0.0,3.468888888888889
538010292,Houston,2023-08,0.0,0.0,0.0,3.758055555555556,0.0,3.758055555555556
538010422,Houston,2023-08,0.0,49.691944444444445,0.2730555555555555,1.3330555555555557,0.0555555555555555,51.35361111111112
538010469,Houston,2023-08,0.0,0.0,0.0,3.4966666666666666,0.0,3.4966666666666666
538010575,Houston,2023-08,0.0,0.0,0.0,3.580277777777778,0.0,3.580277777777778
538010620,Houston,2023-08,0.0,0.0,0.0,3.548888888888889,0.0,3.548888888888889
538090622,Houston,2023-08,0.0,0.0,0.0,9.172222222222222,0.0,9.172222222222222
548691000,Houston,2023-08,0.0,0.0,0.0,3.5516666666666667,0.0,3.5516666666666667
563001900,Houston,2023-08,0.0,0.0,0.0,0.8277777777777777,0.0,0.8277777777777777
563013800,Houston,2023-08,0.0,23.4,0.1158333333333333,0.4558333333333333,0.0,23.97166666666667
563020800,Houston,2023-08,0.0,18.117222222222225,0.0997222222222222,0.4141666666666667,0.0,18.631111111111117
563027500,Houston,2023-08,0.0,0.0,0.0,3.7172222222222224,0.0,3.7172222222222224
563047500,Houston,2023-08,0.0,0.0,0.0,3.6838888888888888,0.0,3.6838888888888888
563051300,Houston,2023-08,0.0,37.06527777777778,0.8213888888888888,0.8161111111111111,0.0,38.70277777777778
563054800,Houston,2023-08,0.0,0.0,0.0,3.5166666666666666,0.0,3.5166666666666666
