port,year,source_category,pollutant,reported_quantity,reported_unit,page,source_file,source_sha256
POLB,2019,ocean_going_vessels,CO,336.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,harbor_craft,CO,458.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,cargo_handling_equipment,CO,697.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,locomotives,CO,135.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,heavy_duty_vehicles,CO,172.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,ocean_going_vessels,HC,151.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,harbor_craft,HC,69.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,cargo_handling_equipment,HC,29.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,locomotives,HC,33.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,heavy_duty_vehicles,HC,28.000000,short_tons,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,ocean_going_vessels,CO2e,291774.000000,metric_tonnes,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,harbor_craft,CO2e,51698.000000,metric_tonnes,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,cargo_handling_equipment,CO2e,109052.000000,metric_tonnes,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,locomotives,CO2e,47239.000000,metric_tonnes,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLB,2019,heavy_duty_vehicles,CO2e,307104.000000,metric_tonnes,51,polb_2019_air_emissions_inventory.pdf,a360b4cf9c46aa94f344c6b134f1183fac07076b9977e31e1dab1d4251a00eab
POLA,2020,ocean_going_vessels,PM10,52.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,PM10,24.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,PM10,6.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,PM10,29.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,PM10,6.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,PM2.5,48.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,PM2.5,22.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,PM2.5,5.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,PM2.5,27.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,PM2.5,6.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,DPM,34.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,DPM,24.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,DPM,4.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,DPM,29.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,DPM,6.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,NOx,2867.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,NOx,721.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,NOx,366.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,NOx,786.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,NOx,1075.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,SOx,96.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,SOx,1.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,SOx,2.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,SOx,1.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,SOx,4.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,CO,273.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,CO,539.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,CO,643.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,CO,189.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,CO,284.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,HC,127.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,HC,82.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,HC,66.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,HC,45.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,HC,43.000000,short_tons,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,ocean_going_vessels,CO2e,212248.000000,metric_tonnes,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,harbor_craft,CO2e,60374.000000,metric_tonnes,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,cargo_handling_equipment,CO2e,165961.000000,metric_tonnes,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,locomotives,CO2e,65987.000000,metric_tonnes,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLA,2020,heavy_duty_vehicles,CO2e,398679.000000,metric_tonnes,80,pola_2020_air_emissions_inventory.pdf,96ee5b101216e212492586ae439d43172eedacc18e09545ab1b33781f3cb49e3
POLB,2020,ocean_going_vessels,PM10,73.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,PM10,20.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,PM10,4.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,PM10,20.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,PM10,6.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,PM2.5,67.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,PM2.5,18.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,PM2.5,4.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,PM2.5,19.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,PM2.5,6.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,DPM,40.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,DPM,20.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,DPM,3.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,DPM,20.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,DPM,6.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,NOx,3490.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,NOx,597.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,NOx,245.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,NOx,536.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,NOx,1052.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,SOx,189.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,SOx,1.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,SOx,1.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,SOx,0.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,SOx,4.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,CO,294.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,CO,444.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,CO,742.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,CO,127.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,CO,269.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,HC,132.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,HC,66.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,HC,31.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,HC,31.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,HC,42.000000,short_tons,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,ocean_going_vessels,CO2e,286037.000000,metric_tonnes,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,harbor_craft,CO2e,50171.000000,metric_tonnes,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,cargo_handling_equipment,CO2e,121060.000000,metric_tonnes,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,locomotives,CO2e,44453.000000,metric_tonnes,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLB,2020,heavy_duty_vehicles,CO2e,386990.000000,metric_tonnes,57,polb_2020_air_emissions_inventory.pdf,7f4c547c8579fb03e95bacde9d92aecf0bf5bfd821f3a1ac4eab9de7154fb5ba
POLA,2021,ocean_going_vessels,PM10,127.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,PM10,15.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,PM10,6.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,PM10,27.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,PM10,6.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,PM2.5,117.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,PM2.5,15.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,PM2.5,6.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,PM2.5,25.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,PM2.5,6.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,DPM,83.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,DPM,15.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,DPM,5.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,DPM,27.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,DPM,6.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,NOx,5956.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,NOx,565.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,NOx,414.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,NOx,751.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,NOx,1042.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,SOx,248.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,SOx,1.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,SOx,2.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,SOx,1.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,SOx,4.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,CO,605.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,CO,112.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,CO,780.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,CO,187.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,CO,356.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,HC,255.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,HC,29.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,HC,86.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,HC,42.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,HC,52.000000,short_tons,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,ocean_going_vessels,CO2e,504842.000000,metric_tonnes,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,harbor_craft,CO2e,53521.000000,metric_tonnes,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,cargo_handling_equipment,CO2e,184837.000000,metric_tonnes,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,locomotives,CO2e,65216.000000,metric_tonnes,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLA,2021,heavy_duty_vehicles,CO2e,444814.000000,metric_tonnes,87,pola_2021_air_emissions_inventory.pdf,18f9857dbc1a7b54fa270cc545db670ceee32bc80c716094654336e8230b2597
POLB,2021,ocean_going_vessels,PM10,133.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,harbor_craft,PM10,9.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,cargo_handling_equipment,PM10,6.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,locomotives,PM10,20.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,heavy_duty_vehicles,PM10,6.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,ocean_going_vessels,PM2.5,122.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,harbor_craft,PM2.5,9.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,cargo_handling_equipment,PM2.5,5.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,locomotives,PM2.5,19.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,heavy_duty_vehicles,PM2.5,5.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
POLB,2021,ocean_going_vessels,DPM,72.000000,short_tons,69,polb_2021_air_emissions_inventory.pdf,1eee08a5ba294b6dcdbfa0770cb408bee1722556281881d3600d407d0d3d2d0a
