site,ym,gap,congestion,congestion_k,congestion_lead3,congestion_lead3_k
4008,2020-02,-16.57092731829574,9193.380555555555,9.193380555555555,11352.880000000001,11.35288
4008,2020-03,-17.081702898550724,9627.913055555557,9.627913055555556,9632.52861111111,9.63252861111111
4008,2020-04,-20.880902356902357,12260.20388888889,12.260203888888888,,
4008,2020-05,-0.2783758883916807,11352.880000000001,11.35288,,
4008,2020-06,-12.247315066906094,9632.52861111111,9.63252861111111,7059.807777777778,7.059807777777778
4008,2020-09,-13.820893141945774,7059.807777777778,7.059807777777778,13715.002777777778,13.715002777777778
4008,2020-10,-12.714381502890166,8319.476944444445,8.319476944444444,13433.863611111112,13.433863611111112
4008,2020-11,-6.801988265971318,10497.379166666668,10.497379166666667,12915.690555555557,12.915690555555557
4008,2020-12,-14.792914302342496,13715.002777777778,13.715002777777778,12397.576111111111,12.397576111111112
4008,2021-01,-13.777289377289371,13433.863611111112,13.433863611111112,19855.01916666667,19.85501916666667
4008,2021-02,-14.8277826276735,12915.690555555557,12.915690555555557,18910.290833333333,18.91029083333333
4008,2021-03,-17.210732424485432,12397.576111111111,12.397576111111112,17634.19277777778,17.634192777777777
4008,2021-04,-13.128255506607928,19855.01916666667,19.85501916666667,20210.546944444446,20.210546944444445
4008,2021-05,-16.72890476190476,18910.290833333333,18.91029083333333,23233.341666666667,23.233341666666668
4008,2021-06,-10.930467036511414,17634.19277777778,17.634192777777777,25432.203611111112,25.432203611111113
4008,2021-07,-6.688004329004329,20210.546944444446,20.210546944444445,23321.485555555555,23.321485555555554
4008,2021-08,-10.117512514439731,23233.341666666667,23.233341666666668,21562.02638888889,21.562026388888892
4008,2021-09,-3.8748841354723815,25432.203611111112,25.432203611111113,16630.89361111111,16.630893611111112
4008,2021-10,-20.28086734693878,23321.485555555555,23.321485555555554,14021.428055555556,14.021428055555557
4008,2021-11,-3.959976387249114,21562.02638888889,21.562026388888892,12185.103055555555,12.185103055555555
4008,2021-12,-18.20417366946779,16630.89361111111,16.630893611111112,13487.907500000001,13.4879075
4008,2022-01,-14.969612414952987,14021.428055555556,14.021428055555557,13458.675555555556,13.458675555555555
4008,2022-02,-19.798797672915317,12185.103055555555,12.185103055555555,12767.721944444444,12.767721944444444
4008,2022-03,-24.59130221130221,13487.907500000001,13.4879075,13386.518333333333,13.386518333333333
4008,2022-04,-18.473429999020276,13458.675555555556,13.458675555555555,14904.4325,14.9044325
4008,2022-05,-18.618450704225353,12767.721944444444,12.767721944444444,14318.552777777779,14.318552777777779
4008,2022-06,-8.253886597104263,13386.518333333333,13.386518333333333,13036.468055555555,13.036468055555556
4008,2022-07,-8.078937893789378,14904.4325,14.9044325,12207.702500000001,12.207702500000002
4008,2022-08,-8.864605110336818,14318.552777777779,14.318552777777779,11983.621111111112,11.98362111111111
4008,2022-09,-15.696387959866223,13036.468055555555,13.036468055555556,13209.761666666667,13.209761666666667
4008,2022-10,-11.138583767926992,12207.702500000001,12.207702500000002,12661.559722222222,12.661559722222222
4008,2022-11,-22.66537887085533,11983.621111111112,11.98362111111111,9096.788055555557,9.096788055555557
4008,2022-12,-19.621864406779665,13209.761666666667,13.209761666666667,,
4008,2023-01,-23.092893592893596,12661.559722222222,12.661559722222222,,
4008,2023-02,-22.420449009848575,9096.788055555557,9.096788055555557,9790.4575,9.7904575
4008,2023-05,-12.00926461143224,9790.4575,9.7904575,10032.185833333333,10.032185833333333
4008,2023-06,-10.52149334503437,9446.03611111111,9.44603611111111,9618.458611111111,9.61845861111111
4008,2023-07,-6.754499278499278,10364.913611111111,10.364913611111112,9189.479166666666,9.189479166666667
4008,2023-08,-5.826646737449746,10032.185833333333,10.032185833333333,9710.169722222223,9.710169722222222
4008,2023-09,-9.114906542056076,9618.458611111111,9.61845861111111,11126.475277777778,11.126475277777777
4008,2023-10,-14.942791666666672,9189.479166666666,9.189479166666667,10754.273055555555,10.754273055555556
4008,2023-11,-17.32788888888889,9710.169722222223,9.710169722222222,11103.580555555556,11.103580555555556
4008,2023-12,-18.003804797353183,11126.475277777778,11.126475277777777,11958.888611111111,11.958888611111112
4009,2020-01,-8.101795977011493,11567.952222222222,11.567952222222223,12260.20388888889,12.260203888888888
4009,2020-02,-10.825387131952018,9193.380555555555,9.193380555555555,11352.880000000001,11.35288
4009,2020-03,-9.933191268191267,9627.913055555557,9.627913055555556,9632.52861111111,9.63252861111111
4009,2020-04,-2.7427223230490023,12260.20388888889,12.260203888888888,,
4009,2020-06,-4.342909698996657,9632.52861111111,9.63252861111111,7059.807777777778,7.059807777777778
4009,2020-09,-5.567466986794718,7059.807777777778,7.059807777777778,13715.002777777778,13.715002777777778
4009,2020-10,-2.280027173913041,8319.476944444445,8.319476944444444,13433.863611111112,13.433863611111112
4009,2020-11,-1.7323076923076943,10497.379166666668,10.497379166666667,12915.690555555557,12.915690555555557
4009,2020-12,-3.4626302450014173,13715.002777777778,13.715002777777778,12397.576111111111,12.397576111111112
4009,2021-01,-3.1137931034482804,13433.863611111112,13.433863611111112,19855.01916666667,19.85501916666667
4009,2021-02,-5.75352011494253,12915.690555555557,12.915690555555557,18910.290833333333,18.91029083333333
4009,2021-03,-11.259812409812412,12397.576111111111,12.397576111111112,17634.19277777778,17.634192777777777
4009,2021-04,-6.0432263814616745,19855.01916666667,19.85501916666667,20210.546944444446,20.210546944444445
4009,2021-06,-3.127816091954024,17634.19277777778,17.634192777777777,25432.203611111112,25.432203611111113
4009,2021-07,-1.0961040285568568,20210.546944444446,20.210546944444445,23321.485555555555,23.321485555555554
4009,2021-08,-3.6788995726495717,23233.341666666667,23.233341666666668,21562.02638888889,21.562026388888892
4009,2021-09,-1.636836612999403,25432.203611111112,25.432203611111113,16630.89361111111,16.630893611111112
4009,2021-10,-6.591730605285594,23321.485555555555,23.321485555555554,14021.428055555556,14.021428055555557
4009,2021-11,3.1198446327683627,21562.02638888889,21.562026388888892,12185.103055555555,12.185103055555555
4009,2021-12,-8.562985436893209,16630.89361111111,16.630893611111112,13487.907500000001,13.4879075
4009,2022-01,-3.4612708719851604,14021.428055555556,14.021428055555557,13458.675555555556,13.458675555555555
4009,2022-02,-8.27598997493734,12185.103055555555,12.185103055555555,12767.721944444444,12.767721944444444
4009,2022-03,-11.76735135135135,13487.907500000001,13.4879075,13386.518333333333,13.386518333333333
4009,2022-04,-7.2516329392907215,13458.675555555556,13.458675555555555,14904.4325,14.9044325
4009,2022-05,-6.872552631578945,12767.721944444444,12.767721944444444,14318.552777777779,14.318552777777779
4009,2022-07,-3.5171356147021573,14904.4325,14.9044325,12207.702500000001,12.207702500000002
4009,2022-08,-3.8516011235955023,14318.552777777779,14.318552777777779,11983.621111111112,11.98362111111111
4009,2022-09,-7.149521531100478,13036.468055555555,13.036468055555556,13209.761666666667,13.209761666666667
4009,2022-10,-5.199344405594405,12207.702500000001,12.207702500000002,12661.559722222222,12.661559722222222
4009,2022-11,-9.61239130434783,11983.621111111112,11.98362111111111,9096.788055555557,9.096788055555557
4009,2022-12,-7.333751800782055,13209.761666666667,13.209761666666667,,
4009,2023-01,-9.486856617647053,12661.559722222222,12.661559722222222,,
4009,2023-02,-9.838842975206614,9096.788055555557,9.096788055555557,9790.4575,9.7904575
4009,2023-06,-3.9428263624841566,9446.03611111111,9.44603611111111,9618.458611111111,9.61845861111111
4009,2023-07,-3.038440860215055,10364.913611111111,10.364913611111112,9189.479166666666,9.189479166666667
4009,2023-08,-3.9172918141071005,10032.185833333333,10.032185833333333,9710.169722222223,9.710169722222222
4009,2023-09,-4.37747909199522,9618.458611111111,9.61845861111111,11126.475277777778,11.126475277777777
4009,2023-10,-4.530778032036612,9189.479166666666,9.189479166666667,10754.273055555555,10.754273055555556
4009,2023-11,-8.478729744831433,9710.169722222223,9.710169722222222,11103.580555555556,11.103580555555556
4009,2023-12,-8.191550802139039,11126.475277777778,11.126475277777777,11958.888611111111,11.958888611111112
