port_complex_id,transitions,weight
new_york_new_jersey,1594,0.26871207012811865
savannah_ga,679,0.11446392447741065
norfolk_newport_news_va,1440,0.24275118004045854
charleston_sc,815,0.13739042481456507
miami_fl,13,0.002191503708698584
philadelphia_pa,496,0.08361429534726905
port_everglades_fl,85,0.014329062710721511
jacksonville_fl,810,0.1365475387727579
