port_complex_id,transitions,weight
new_york_new_jersey,1648,0.271499176276771
savannah_ga,709,0.11680395387149918
norfolk_newport_news_va,1449,0.2387149917627677
charleston_sc,829,0.13657331136738057
miami_fl,13,0.00214168039538715
philadelphia_pa,512,0.0843492586490939
port_everglades_fl,89,0.014662273476112027
jacksonville_fl,821,0.13525535420098847
