Port,YearMonth,gap_threshold_h,MeanDwellDays_segmented,MedianDwellDays_segmented,UniqueCalls,UniqueVessels,correlation_with_primary_series
LA_Long_Beach,2019-04,12,2.9923193218530058,2.179502314814815,321,246,0.5713001447011039
LA_Long_Beach,2019-05,12,3.0786558433433435,2.2192708333333333,333,255,0.5713001447011039
LA_Long_Beach,2019-06,12,3.24749835634451,2.0213252314814816,338,255,0.5713001447011039
LA_Long_Beach,2019-07,12,2.953911320058997,1.9689583333333334,339,253,0.5713001447011039
LA_Long_Beach,2019-08,12,3.2864617121002992,2.07775462962963,322,251,0.5713001447011039
LA_Long_Beach,2019-09,12,3.0708836679358487,2.0387731481481484,321,246,0.5713001447011039
LA_Long_Beach,2019-10,12,2.912062108573588,2.0053472222222224,343,264,0.5713001447011039
LA_Long_Beach,2019-11,12,2.7856830770502645,1.6019328703703704,336,250,0.5713001447011039
LA_Long_Beach,2019-12,12,2.51120295171584,1.670792824074074,354,274,0.5713001447011039
LA_Long_Beach,2020-01,12,3.5007261604136604,1.8892824074074075,385,289,0.5713001447011039
LA_Long_Beach,2020-02,12,2.665396773726852,1.561886574074074,288,222,0.5713001447011039
LA_Long_Beach,2020-03,12,3.385346156672546,2.085636574074074,315,243,0.5713001447011039
LA_Long_Beach,2020-04,12,4.180538247213779,1.7358912037037038,329,255,0.5713001447011039
LA_Long_Beach,2020-05,12,2.5371707112332116,1.2356944444444444,273,196,0.5713001447011039
LA_Long_Beach,2020-06,12,2.5811581255068936,1.6321527777777778,274,196,0.5713001447011039
LA_Long_Beach,2020-09,12,3.0898130860290673,1.5621296296296296,395,267,0.5713001447011039
LA_Long_Beach,2020-10,12,3.3705424065283642,2.1605324074074073,316,245,0.5713001447011039
LA_Long_Beach,2020-11,12,4.140070997515087,2.6880439814814814,313,238,0.5713001447011039
LA_Long_Beach,2020-12,12,3.66315551994302,2.812199074074074,325,233,0.5713001447011039
LA_Long_Beach,2021-01,12,4.288813686933106,2.609519675925926,392,270,0.5713001447011039
LA_Long_Beach,2021-02,12,4.504849537037037,2.6584606481481483,323,229,0.5713001447011039
LA_Long_Beach,2021-03,12,4.0598605612738625,2.501400462962963,421,269,0.5713001447011039
LA_Long_Beach,2021-04,12,4.9353584938858095,2.6933796296296295,421,315,0.5713001447011039
LA_Long_Beach,2021-05,12,4.154252202445163,2.9841319444444445,515,316,0.5713001447011039
LA_Long_Beach,2021-06,12,3.750528736525705,1.948263888888889,536,341,0.5713001447011039
LA_Long_Beach,2021-07,12,4.267546324525745,2.795653935185185,410,324,0.5713001447011039
LA_Long_Beach,2021-08,12,6.717318110393992,4.028368055555555,439,365,0.5713001447011039
LA_Long_Beach,2021-09,12,5.185050137136023,2.613148148148148,449,333,0.5713001447011039
LA_Long_Beach,2021-10,12,5.055600605738038,2.634039351851852,548,338,0.5713001447011039
LA_Long_Beach,2021-11,12,4.495661718623646,2.331574074074074,458,326,0.5713001447011039
LA_Long_Beach,2021-12,12,3.4496980724715103,2.019670138888889,416,301,0.5713001447011039
LA_Long_Beach,2022-01,12,3.3962080599300086,1.7076967592592593,635,358,0.5713001447011039
LA_Long_Beach,2022-02,12,3.276755837558789,1.5656249999999998,504,330,0.5713001447011039
LA_Long_Beach,2022-03,12,3.2232474189170617,1.755474537037037,539,353,0.5713001447011039
LA_Long_Beach,2022-04,12,3.3612233439201455,1.7911226851851851,551,340,0.5713001447011039
LA_Long_Beach,2022-05,12,2.3994494766505636,0.5896412037037037,667,344,0.5713001447011039
LA_Long_Beach,2022-06,12,2.931021910188577,1.5040162037037037,546,340,0.5713001447011039
LA_Long_Beach,2022-07,12,3.4461424039780524,1.7642824074074075,567,354,0.5713001447011039
LA_Long_Beach,2022-08,12,4.471050134015595,2.324357638888889,380,306,0.5713001447011039
LA_Long_Beach,2022-09,12,3.6639987147022715,2.598640046296296,362,295,0.5713001447011039
LA_Long_Beach,2022-10,12,3.3127097991791263,2.292708333333333,379,310,0.5713001447011039
LA_Long_Beach,2022-11,12,3.8910736502347416,2.6049884259259257,355,294,0.5713001447011039
LA_Long_Beach,2022-12,12,3.0504729872322462,1.991099537037037,351,286,0.5713001447011039
LA_Long_Beach,2023-01,12,4.278607039828773,2.581712962962963,398,316,0.5713001447011039
LA_Long_Beach,2023-02,12,2.7179779566498317,2.027876157407407,308,243,0.5713001447011039
LA_Long_Beach,2024-01,12,4.035259911003236,2.1899652777777776,412,344,0.5713001447011039
LA_Long_Beach,2024-02,12,3.727118762112403,2.2236284722222224,344,287,0.5713001447011039
LA_Long_Beach,2024-03,12,3.1638880821169697,2.2315972222222222,373,301,0.5713001447011039
LA_Long_Beach,2024-04,12,3.2819755133974757,2.491111111111111,358,301,0.5713001447011039
LA_Long_Beach,2024-05,12,3.257306126417746,2.123576388888889,369,309,0.5713001447011039
LA_Long_Beach,2024-06,12,3.5067979514805043,2.3077662037037037,379,313,0.5713001447011039
LA_Long_Beach,2024-07,12,3.936724171835671,2.536655092592593,412,361,0.5713001447011039
LA_Long_Beach,2024-08,12,3.3381385638059364,2.1813425925925927,413,342,0.5713001447011039
LA_Long_Beach,2024-09,12,3.5779053270042196,2.503877314814815,395,328,0.5713001447011039
LA_Long_Beach,2024-10,12,3.2120302395649616,2.2313425925925925,378,318,0.5713001447011039
LA_Long_Beach,2024-11,12,3.4700469567733494,2.212800925925926,368,314,0.5713001447011039
LA_Long_Beach,2024-12,12,2.6763898465545926,1.9414236111111112,423,327,0.5713001447011039
LA_Long_Beach,2025-01,12,4.202863887775997,2.6430497685185186,416,361,0.5713001447011039
LA_Long_Beach,2025-02,12,3.2138709824946523,2.252974537037037,329,279,0.5713001447011039
LA_Long_Beach,2025-03,12,3.387547537406484,2.311469907407407,401,314,0.5713001447011039
LA_Long_Beach,2025-04,12,3.298716441001303,2.3588368055555557,398,318,0.5713001447011039
LA_Long_Beach,2025-05,12,3.4297931560917485,2.0883564814814815,373,309,0.5713001447011039
LA_Long_Beach,2025-06,12,3.4638401031967723,2.454826388888889,358,306,0.5713001447011039
LA_Long_Beach,2025-07,12,3.446350220959596,2.655237268518518,396,337,0.5713001447011039
LA_Long_Beach,2025-08,12,3.494317218433267,2.521400462962963,391,308,0.5713001447011039
LA_Long_Beach,2025-09,12,3.060094804811737,2.2442939814814813,361,301,0.5713001447011039
LA_Long_Beach,2025-10,12,3.5058638966264315,2.551597222222222,359,297,0.5713001447011039
LA_Long_Beach,2025-11,12,3.3808881079027353,2.4849305555555556,329,276,0.5713001447011039
LA_Long_Beach,2025-12,12,2.9368090966320426,2.131122685185185,353,296,0.5713001447011039
LA_Long_Beach,2008-12,24,2.315046296296296,2.0840277777777776,3,3,0.44323201865840706
LA_Long_Beach,2009-01,24,3.7852388022766643,2.0208333333333335,449,366,0.44323201865840706
LA_Long_Beach,2009-02,24,2.6537443399512366,1.9875,319,275,0.44323201865840706
LA_Long_Beach,2009-03,24,3.202121913580247,2.087152777777778,378,335,0.44323201865840706
LA_Long_Beach,2009-04,24,2.9169967185592185,2.0069444444444446,364,316,0.44323201865840706
LA_Long_Beach,2009-05,24,2.5074839603382912,2.004166666666667,381,314,0.44323201865840706
LA_Long_Beach,2009-06,24,1.07201536643026,0.8097222222222222,47,43,0.44323201865840706
LA_Long_Beach,2009-07,24,3.7429173663588022,2.0819444444444444,397,324,0.44323201865840706
LA_Long_Beach,2009-08,24,2.7543031117627894,2.1083333333333334,341,296,0.44323201865840706
LA_Long_Beach,2009-09,24,2.8632720360024826,2.0909722222222222,358,305,0.44323201865840706
LA_Long_Beach,2009-10,24,2.897254335260116,2.0829861111111114,346,297,0.44323201865840706
LA_Long_Beach,2009-11,24,2.4298409498207887,1.975,310,279,0.44323201865840706
LA_Long_Beach,2009-12,24,2.4548034065584208,1.9388888888888889,349,303,0.44323201865840706
LA_Long_Beach,2010-01,24,3.4115486111111113,2.0520833333333335,400,318,0.44323201865840706
LA_Long_Beach,2010-02,24,2.6602908126573177,2.1215277777777777,309,273,0.44323201865840706
LA_Long_Beach,2010-03,24,3.3688299086757993,1.9784722222222222,365,323,0.44323201865840706
LA_Long_Beach,2010-04,24,2.7006297564687975,2.0076388888888888,365,309,0.44323201865840706
LA_Long_Beach,2010-05,24,2.5955581073199183,1.9354166666666666,381,328,0.44323201865840706
LA_Long_Beach,2010-06,24,2.5050853587962965,1.9770833333333333,384,334,0.44323201865840706
LA_Long_Beach,2010-07,24,2.4011856368563684,2.0729166666666665,369,325,0.44323201865840706
LA_Long_Beach,2010-08,24,2.598715526385574,2.1013888888888888,419,363,0.44323201865840706
LA_Long_Beach,2010-09,24,2.6569462342497134,2.0395833333333333,388,344,0.44323201865840706
LA_Long_Beach,2010-10,24,2.6068364997121476,2.00625,386,345,0.44323201865840706
LA_Long_Beach,2010-11,24,2.673539080969267,2.1045138888888886,376,332,0.44323201865840706
LA_Long_Beach,2010-12,24,1.4919582968795568,1.0993055555555555,381,301,0.44323201865840706
LA_Long_Beach,2011-01,24,2.643982630272953,1.7555555555555555,403,343,0.44323201865840706
LA_Long_Beach,2011-02,24,2.29043586269196,1.9541666666666666,369,324,0.44323201865840706
LA_Long_Beach,2011-03,24,2.4817457760595647,1.9545138888888889,388,346,0.44323201865840706
LA_Long_Beach,2011-04,24,2.621572249589491,2.0350694444444444,406,349,0.44323201865840706
LA_Long_Beach,2011-05,24,2.753651648059543,2.0725694444444445,418,355,0.44323201865840706
LA_Long_Beach,2011-06,24,2.599871848157384,1.9111111111111112,401,345,0.44323201865840706
LA_Long_Beach,2011-07,24,2.6673559543454344,2.03125,404,355,0.44323201865840706
LA_Long_Beach,2011-08,24,2.636135057471264,2.01875,406,357,0.44323201865840706
LA_Long_Beach,2011-09,24,2.578166226912929,2.075,379,330,0.44323201865840706
LA_Long_Beach,2011-10,24,3.1253215372907155,2.1805555555555554,365,322,0.44323201865840706
LA_Long_Beach,2011-11,24,2.6152204020259577,2.0194444444444444,351,308,0.44323201865840706
LA_Long_Beach,2011-12,24,2.5200402695595003,1.9451388888888888,338,295,0.44323201865840706
LA_Long_Beach,2012-01,24,3.082743491680086,2.037650462962963,345,308,0.44323201865840706
LA_Long_Beach,2012-02,24,2.4608246438746435,1.7615277777777778,325,286,0.44323201865840706
LA_Long_Beach,2012-03,24,2.6825652173913044,2.008611111111111,345,307,0.44323201865840706
LA_Long_Beach,2012-04,24,2.590399907675016,2.1150983796296297,346,312,0.44323201865840706
LA_Long_Beach,2012-05,24,3.0811163177862677,2.1672569444444445,349,309,0.44323201865840706
LA_Long_Beach,2012-06,24,2.6732147327196385,2.1240451388888886,344,304,0.44323201865840706
LA_Long_Beach,2012-07,24,2.717281141890517,2.1491782407407407,364,324,0.44323201865840706
LA_Long_Beach,2012-08,24,2.9156895070278033,2.154849537037037,361,320,0.44323201865840706
LA_Long_Beach,2012-09,24,2.7976180278332223,2.1440972222222223,334,302,0.44323201865840706
LA_Long_Beach,2012-10,24,2.8081904658564816,2.0377141203703704,384,330,0.44323201865840706
LA_Long_Beach,2012-11,24,3.240657519301779,2.1108680555555557,331,302,0.44323201865840706
LA_Long_Beach,2012-12,24,2.84929465332747,2.0493055555555557,379,327,0.44323201865840706
LA_Long_Beach,2013-01,24,3.5927761533463287,2.0274537037037037,399,338,0.44323201865840706
LA_Long_Beach,2013-02,24,2.9652642510224947,2.1087962962962963,326,280,0.44323201865840706
LA_Long_Beach,2013-03,24,2.580092723373091,1.7111689814814814,354,303,0.44323201865840706
LA_Long_Beach,2013-04,24,2.763166055812757,2.079184027777778,360,312,0.44323201865840706
LA_Long_Beach,2013-05,24,2.4237290181224007,1.9769444444444444,374,317,0.44323201865840706
LA_Long_Beach,2013-06,24,3.14724521563676,1.9994560185185186,374,322,0.44323201865840706
LA_Long_Beach,2013-07,24,2.4629998031214204,2.0659722222222223,388,340,0.44323201865840706
LA_Long_Beach,2013-08,24,2.886543922878575,2.144675925925926,395,341,0.44323201865840706
LA_Long_Beach,2013-09,24,3.142309621755186,2.346539351851852,341,307,0.44323201865840706
LA_Long_Beach,2013-10,24,2.5021944990713427,2.05681712962963,339,301,0.44323201865840706
LA_Long_Beach,2013-11,24,2.4744514299802765,1.995648148148148,338,301,0.44323201865840706
LA_Long_Beach,2013-12,24,2.4658031665046973,1.9739236111111111,343,307,0.44323201865840706
LA_Long_Beach,2013-12,24,12.543758850762528,1.9405555555555556,17,17,0.44323201865840706
LA_Long_Beach,2014-01,24,3.0491852916134525,2.1714409722222223,348,313,0.44323201865840706
LA_Long_Beach,2014-02,24,2.583144063180828,2.0746296296296296,306,273,0.44323201865840706
LA_Long_Beach,2014-03,24,2.571808548228914,2.1257291666666664,321,296,0.44323201865840706
LA_Long_Beach,2014-04,24,2.717368253968254,2.145983796296296,350,310,0.44323201865840706
LA_Long_Beach,2014-05,24,2.3608046625305508,1.60546875,394,321,0.44323201865840706
LA_Long_Beach,2014-06,24,3.2447745500782474,2.118136574074074,355,301,0.44323201865840706
LA_Long_Beach,2014-07,24,3.060811361160626,2.3964525462962962,374,319,0.44323201865840706
LA_Long_Beach,2014-08,24,2.688761967956176,1.9637037037037035,382,313,0.44323201865840706
LA_Long_Beach,2014-09,24,2.193231172839506,1.3636921296296296,375,277,0.44323201865840706
LA_Long_Beach,2014-10,24,2.1750000000000003,1.5039930555555556,439,294,0.44323201865840706
LA_Long_Beach,2014-11,24,2.1714715047343724,1.0530092592592593,442,274,0.44323201865840706
LA_Long_Beach,2014-12,24,3.7076111390004463,2.512482638888889,332,291,0.44323201865840706
LA_Long_Beach,2015-01,24,7.88650291495199,4.271064814814815,243,205,0.44323201865840706
LA_Long_Beach,2015-02,24,6.8772681862484495,4.9317824074074075,209,183,0.44323201865840706
LA_Long_Beach,2015-03,24,6.250711275894538,3.2270833333333333,295,223,0.44323201865840706
LA_Long_Beach,2015-04,24,4.281734867615549,3.091475694444444,242,211,0.44323201865840706
LA_Long_Beach,2015-05,24,4.06726929335193,2.533333333333333,239,216,0.44323201865840706
LA_Long_Beach,2015-06,24,3.403632305829036,2.499201388888889,237,208,0.44323201865840706
LA_Long_Beach,2015-07,24,2.9181800944745557,2.3661400462962963,246,216,0.44323201865840706
LA_Long_Beach,2015-08,24,3.9333154244779758,2.576261574074074,243,214,0.44323201865840706
LA_Long_Beach,2015-09,24,3.441337888973448,2.608229166666667,219,194,0.44323201865840706
LA_Long_Beach,2015-10,24,3.07740119170096,2.367824074074074,216,188,0.44323201865840706
LA_Long_Beach,2015-11,24,3.0820454319663013,2.076840277777778,233,198,0.44323201865840706
LA_Long_Beach,2015-12,24,2.8699685994851354,2.0746875,223,198,0.44323201865840706
LA_Long_Beach,2016-01,24,4.670473266711834,2.669103009259259,246,221,0.44323201865840706
LA_Long_Beach,2016-02,24,2.4175250925925926,1.8139814814814814,125,117,0.44323201865840706
LA_Long_Beach,2016-03,24,2.6387837649679753,1.9979050925925925,133,123,0.44323201865840706
LA_Long_Beach,2016-04,24,2.873144985047159,1.7127083333333333,161,151,0.44323201865840706
LA_Long_Beach,2016-05,24,2.4357676555993866,1.5227893518518518,169,144,0.44323201865840706
LA_Long_Beach,2016-06,24,4.719779547930283,1.8822106481481482,255,215,0.44323201865840706
LA_Long_Beach,2016-07,24,3.0711646725188393,2.252025462962963,231,204,0.44323201865840706
LA_Long_Beach,2016-08,24,3.5343996598639453,2.1669791666666667,245,216,0.44323201865840706
LA_Long_Beach,2016-09,24,2.410480604998202,1.949519675925926,206,181,0.44323201865840706
LA_Long_Beach,2016-10,24,2.8061103842368937,2.207638888888889,207,186,0.44323201865840706
LA_Long_Beach,2016-11,24,2.844604451904511,2.2443981481481483,211,184,0.44323201865840706
LA_Long_Beach,2016-12,24,2.7691823824437183,2.051273148148148,204,182,0.44323201865840706
LA_Long_Beach,2017-01,24,5.845201684397162,2.2271875,235,202,0.44323201865840706
LA_Long_Beach,2017-02,24,3.5626693693038587,2.801365740740741,191,171,0.44323201865840706
LA_Long_Beach,2017-03,24,3.385946496212121,2.205688657407407,220,195,0.44323201865840706
LA_Long_Beach,2017-04,24,3.213036499251777,2.624756944444444,198,177,0.44323201865840706
LA_Long_Beach,2017-05,24,3.9955473793747878,3.0380381944444443,218,194,0.44323201865840706
LA_Long_Beach,2017-06,24,3.5160579996239893,2.697465277777778,197,175,0.44323201865840706
LA_Long_Beach,2017-07,24,3.664550520833333,2.6919791666666666,200,185,0.44323201865840706
LA_Long_Beach,2017-08,24,4.405177104187521,2.617818287037037,222,195,0.44323201865840706
LA_Long_Beach,2017-09,24,3.393714894106814,2.594513888888889,181,166,0.44323201865840706
LA_Long_Beach,2017-10,24,3.3845701951951956,2.6137152777777777,185,167,0.44323201865840706
LA_Long_Beach,2017-11,24,3.569383531746032,2.819861111111111,175,155,0.44323201865840706
LA_Long_Beach,2017-12,24,3.1200692401960786,2.5794270833333335,170,159,0.44323201865840706
LA_Long_Beach,2018-01,24,3.583875385802469,2.494369212962963,360,318,0.44323201865840706
LA_Long_Beach,2018-02,24,3.5100910518879265,2.6152604166666666,308,278,0.44323201865840706
LA_Long_Beach,2018-03,24,4.097159029701447,2.0119444444444445,361,291,0.44323201865840706
LA_Long_Beach,2018-04,24,3.6207471590909086,2.7761921296296297,330,283,0.44323201865840706
LA_Long_Beach,2018-05,24,3.7601266576118704,2.7402430555555557,317,278,0.44323201865840706
LA_Long_Beach,2018-06,24,3.4353081735889246,2.747615740740741,313,283,0.44323201865840706
LA_Long_Beach,2018-07,24,3.5532986467236465,2.68443287037037,325,290,0.44323201865840706
LA_Long_Beach,2018-08,24,3.0020139250578706,2.633217592592593,320,283,0.44323201865840706
LA_Long_Beach,2018-09,24,4.521212054617909,2.979658564814815,316,277,0.44323201865840706
LA_Long_Beach,2018-10,24,3.3438834997106484,2.601435185185185,320,277,0.44323201865840706
LA_Long_Beach,2018-11,24,3.064425750922744,2.513541666666667,291,249,0.44323201865840706
LA_Long_Beach,2018-12,24,3.1719566276803115,2.6188541666666665,323,273,0.44323201865840706
LA_Long_Beach,2019-01,24,5.04633874516687,3.1885648148148147,364,305,0.44323201865840706
LA_Long_Beach,2019-02,24,3.5085573773231715,2.6623842592592593,277,243,0.44323201865840706
LA_Long_Beach,2019-03,24,3.372066509163803,2.3446064814814815,291,246,0.44323201865840706
LA_Long_Beach,2019-04,24,3.451857013808233,2.631863425925926,287,245,0.44323201865840706
LA_Long_Beach,2019-05,24,3.4328911344899717,2.780972222222222,301,255,0.44323201865840706
LA_Long_Beach,2019-06,24,3.81168559550353,2.9143518518518516,299,255,0.44323201865840706
LA_Long_Beach,2019-07,24,3.424787146152887,2.5700925925925926,297,253,0.44323201865840706
LA_Long_Beach,2019-08,24,3.713342991698595,2.5611284722222223,290,251,0.44323201865840706
LA_Long_Beach,2019-09,24,3.493253791507024,2.44587962962963,290,246,0.44323201865840706
LA_Long_Beach,2019-10,24,3.3880235836083608,2.6090625,303,264,0.44323201865840706
LA_Long_Beach,2019-11,24,3.2678725355883094,2.1866145833333333,294,250,0.44323201865840706
LA_Long_Beach,2019-12,24,2.748877349994371,2.012141203703704,329,274,0.44323201865840706
LA_Long_Beach,2020-01,24,3.9003900102297764,2.314525462962963,353,289,0.44323201865840706
LA_Long_Beach,2020-02,24,3.140831027560764,2.1160300925925926,256,222,0.44323201865840706
LA_Long_Beach,2020-03,24,3.6973141718107,2.319542824074074,288,242,0.44323201865840706
LA_Long_Beach,2020-04,24,4.574158176474172,2.240775462962963,304,255,0.44323201865840706
LA_Long_Beach,2020-05,24,2.900395030234316,1.6486921296296295,245,196,0.44323201865840706
LA_Long_Beach,2020-06,24,3.0185765801958984,2.111197916666667,242,196,0.44323201865840706
LA_Long_Beach,2020-09,24,3.937925819088319,2.523738425925926,325,267,0.44323201865840706
LA_Long_Beach,2020-10,24,3.918530761131167,3.0420023148148148,277,241,0.44323201865840706
LA_Long_Beach,2020-11,24,4.52888278256705,3.443726851851852,290,238,0.44323201865840706
LA_Long_Beach,2020-12,24,3.9604130878411303,3.0885995370370374,304,231,0.44323201865840706
LA_Long_Beach,2021-01,24,5.183581511308227,3.642164351851852,357,270,0.44323201865840706
LA_Long_Beach,2021-02,24,5.652812027588814,3.700439814814815,245,209,0.44323201865840706
LA_Long_Beach,2021-03,24,5.800375816993464,3.718611111111111,306,266,0.44323201865840706
LA_Long_Beach,2021-04,24,5.937113187351698,4.174803240740741,359,312,0.44323201865840706
LA_Long_Beach,2021-05,24,5.422721507773205,3.9859027777777776,405,314,0.44323201865840706
LA_Long_Beach,2021-06,24,4.830266496381439,3.3388310185185186,435,339,0.44323201865840706
LA_Long_Beach,2021-07,24,4.792169140030442,3.631689814814815,365,321,0.44323201865840706
LA_Long_Beach,2021-08,24,7.467707338019838,4.828668981481481,407,365,0.44323201865840706
LA_Long_Beach,2021-09,24,7.075568561159844,4.138582175925926,380,330,0.44323201865840706
LA_Long_Beach,2021-10,24,7.227470716597686,3.6002893518518517,349,306,0.44323201865840706
LA_Long_Beach,2021-11,24,4.92926846961398,2.552858796296296,426,326,0.44323201865840706
LA_Long_Beach,2021-12,24,3.8593423821548822,2.6834490740740744,374,298,0.44323201865840706
LA_Long_Beach,2022-01,24,5.693053670786612,3.5426331018518518,436,358,0.44323201865840706
LA_Long_Beach,2022-02,24,5.104859354332011,3.8995543981481484,336,304,0.44323201865840706
LA_Long_Beach,2022-03,24,5.589467786031157,4.263981481481482,359,330,0.44323201865840706
LA_Long_Beach,2022-04,24,5.056997192395476,3.9245833333333335,357,318,0.44323201865840706
LA_Long_Beach,2022-05,24,5.513112154407929,4.033483796296296,355,322,0.44323201865840706
LA_Long_Beach,2022-06,24,5.070943762459343,3.8632060185185186,353,324,0.44323201865840706
LA_Long_Beach,2022-07,24,4.886420896975142,3.3213310185185185,371,336,0.44323201865840706
LA_Long_Beach,2022-08,24,5.073240469208211,2.931134259259259,341,304,0.44323201865840706
LA_Long_Beach,2022-09,24,4.099901185908131,2.9780439814814814,333,295,0.44323201865840706
LA_Long_Beach,2022-10,24,3.7340325635386122,2.743263888888889,341,310,0.44323201865840706
LA_Long_Beach,2022-11,24,4.281161382697287,2.9721990740740742,329,292,0.44323201865840706
LA_Long_Beach,2022-12,24,3.3440554832175926,2.495653935185185,320,286,0.44323201865840706
LA_Long_Beach,2023-01,24,4.746319095636733,3.074398148148148,365,316,0.44323201865840706
LA_Long_Beach,2023-02,24,3.1097781072587187,2.3854224537037036,274,240,0.44323201865840706
LA_Long_Beach,2024-01,24,4.370793586706862,2.5472685185185187,387,344,0.44323201865840706
LA_Long_Beach,2024-02,24,4.020959823988075,2.577777777777778,323,286,0.44323201865840706
LA_Long_Beach,2024-03,24,3.4833063717619357,2.702818287037037,346,297,0.44323201865840706
LA_Long_Beach,2024-04,24,3.5713182043650793,2.7457060185185185,336,299,0.44323201865840706
LA_Long_Beach,2024-05,24,3.4439522611379494,2.3670601851851854,345,308,0.44323201865840706
LA_Long_Beach,2024-06,24,3.853870767195767,2.722008101851852,350,313,0.44323201865840706
LA_Long_Beach,2024-07,24,4.1548894131090375,2.7555092592592594,393,360,0.44323201865840706
LA_Long_Beach,2024-08,24,3.6281978415103415,2.6456944444444446,385,342,0.44323201865840706
LA_Long_Beach,2024-09,24,3.927279394977169,2.9230787037037036,365,328,0.44323201865840706
LA_Long_Beach,2024-10,24,3.412549787916408,2.5519907407407407,358,318,0.44323201865840706
LA_Long_Beach,2024-11,24,3.763236583386548,2.5239699074074076,348,314,0.44323201865840706
LA_Long_Beach,2024-12,24,2.8225810185185183,2.0990219907407406,400,326,0.44323201865840706
LA_Long_Beach,2025-01,24,4.424692356458217,2.9560243055555553,398,361,0.44323201865840706
LA_Long_Beach,2025-02,24,3.3965627580207594,2.533287037037037,314,279,0.44323201865840706
LA_Long_Beach,2025-03,24,3.6103017418528185,2.6170949074074072,383,314,0.44323201865840706
LA_Long_Beach,2025-04,24,3.683774462655176,2.736365740740741,361,318,0.44323201865840706
LA_Long_Beach,2025-05,24,3.781837720714901,2.364334490740741,344,308,0.44323201865840706
LA_Long_Beach,2025-06,24,3.711166233926805,2.746608796296296,337,305,0.44323201865840706
LA_Long_Beach,2025-07,24,3.7264649782869124,3.0623958333333334,371,335,0.44323201865840706
LA_Long_Beach,2025-08,24,3.891728978628488,3.029548611111111,357,307,0.44323201865840706
LA_Long_Beach,2025-09,24,3.420310535914702,2.6538715277777776,330,294,0.44323201865840706
LA_Long_Beach,2025-10,24,3.8019138112663557,2.7584895833333336,334,297,0.44323201865840706
LA_Long_Beach,2025-11,24,3.608335855887939,2.768425925925926,312,276,0.44323201865840706
LA_Long_Beach,2025-12,24,3.0895193677405217,2.345503472222222,338,295,0.44323201865840706
LA_Long_Beach,2008-12,48,2.315046296296296,2.0840277777777776,3,3,0.3035786818788032
LA_Long_Beach,2009-01,48,4.002444824961948,2.037152777777778,438,366,0.3035786818788032
LA_Long_Beach,2009-02,48,2.8148117987694534,2.0520833333333335,307,274,0.3035786818788032
LA_Long_Beach,2009-03,48,3.271050579322638,2.107986111111111,374,334,0.3035786818788032
LA_Long_Beach,2009-04,48,3.079941768964432,2.013888888888889,353,316,0.3035786818788032
LA_Long_Beach,2009-05,48,2.5547241248097414,2.01875,365,310,0.3035786818788032
LA_Long_Beach,2009-06,48,1.2605489417989417,1.0475694444444446,42,42,0.3035786818788032
LA_Long_Beach,2009-07,48,4.03471675415573,2.111111111111111,381,324,0.3035786818788032
LA_Long_Beach,2009-08,48,2.7961127794461125,2.1375,333,295,0.3035786818788032
LA_Long_Beach,2009-09,48,2.901713487566887,2.0944444444444446,353,304,0.3035786818788032
LA_Long_Beach,2009-10,48,2.9529341293047433,2.0895833333333336,342,297,0.3035786818788032
LA_Long_Beach,2009-11,48,2.4748416576185304,2.004166666666667,307,279,0.3035786818788032
LA_Long_Beach,2009-12,48,2.5045260012919894,1.9701388888888889,344,302,0.3035786818788032
LA_Long_Beach,2010-01,48,4.214516356457981,2.0770833333333334,394,318,0.3035786818788032
LA_Long_Beach,2010-02,48,2.996996872700515,2.1409722222222225,302,271,0.3035786818788032
LA_Long_Beach,2010-03,48,2.5600704170557114,1.9784722222222222,357,321,0.3035786818788032
LA_Long_Beach,2010-04,48,2.851893234016139,2.0555555555555554,358,309,0.3035786818788032
LA_Long_Beach,2010-05,48,2.622103012412958,2.0243055555555554,367,325,0.3035786818788032
LA_Long_Beach,2010-06,48,2.5262129873937265,2.025,379,332,0.3035786818788032
LA_Long_Beach,2010-07,48,2.4445833333333336,2.15625,365,324,0.3035786818788032
LA_Long_Beach,2010-08,48,2.6612122437971952,2.1284722222222223,412,362,0.3035786818788032
LA_Long_Beach,2010-09,48,2.695692640692641,2.053472222222222,385,344,0.3035786818788032
LA_Long_Beach,2010-10,48,2.6958572163433274,2.0458333333333334,378,344,0.3035786818788032
LA_Long_Beach,2010-11,48,2.697341376228776,2.109027777777778,373,331,0.3035786818788032
LA_Long_Beach,2010-12,48,1.6868853096794274,1.3111111111111111,357,301,0.3035786818788032
LA_Long_Beach,2011-01,48,2.7369941483361533,1.8614583333333334,394,343,0.3035786818788032
LA_Long_Beach,2011-02,48,2.3970539306716185,2.027083333333333,359,324,0.3035786818788032
LA_Long_Beach,2011-03,48,2.5354256854256856,1.9784722222222222,385,346,0.3035786818788032
LA_Long_Beach,2011-04,48,2.6551174147963423,2.047222222222222,401,349,0.3035786818788032
LA_Long_Beach,2011-05,48,2.872425766283525,2.1447916666666664,406,354,0.3035786818788032
LA_Long_Beach,2011-06,48,3.023013361462729,1.9638888888888888,395,345,0.3035786818788032
LA_Long_Beach,2011-07,48,2.7082413194444444,2.0430555555555556,400,355,0.3035786818788032
LA_Long_Beach,2011-08,48,2.345810763888889,2.0309027777777775,400,356,0.3035786818788032
