outcome,event,estimate,standard_error,ci_low,ci_high,p_value,n_pre_weeks,n_mature_weeks,window_weeks
ddd_north,2021-11-16,0.0,0.0,0.0,0.0,,51,41,52
ddd_south,2021-11-16,1.2363609824172292,0.32316395189377595,0.6029712756037938,1.8697506892306648,0.00013034753749369685,51,41,52
