week_start,speed_bin,ring,mean_daily_hours,days_included
2020-01-27,6-10,0-50nm,30.428571428571427,7
2020-01-27,6-10,150-300nm,23.285714285714285,7
2020-01-27,6-10,50-150nm,14.285714285714286,7
2020-01-27,<2,0-50nm,448.85714285714283,7
2020-01-27,<2,150-300nm,30.857142857142858,7
2020-01-27,<2,50-150nm,57.714285714285715,7
2020-01-27,>25,0-50nm,0.0,7
2020-01-27,>25,150-300nm,0.0,7
2020-01-27,>25,50-150nm,0.0,7
2020-02-03,10-15,0-50nm,40.42857142857143,7
2020-02-03,10-15,150-300nm,158.14285714285714,7
2020-02-03,10-15,50-150nm,79.0,7
2020-02-03,15-25,0-50nm,3.2857142857142856,7
2020-02-03,15-25,150-300nm,101.42857142857143,7
2020-02-03,15-25,50-150nm,39.42857142857143,7
2020-02-03,2-4,0-50nm,4.428571428571429,7
2020-02-03,2-4,150-300nm,1.5714285714285714,7
2020-02-03,2-4,50-150nm,2.142857142857143,7
2020-02-03,4-6,0-50nm,6.0,7
2020-02-03,4-6,150-300nm,4.428571428571429,7
2020-02-03,4-6,50-150nm,4.0,7
2020-02-03,6-10,0-50nm,29.714285714285715,7
2020-02-03,6-10,150-300nm,35.0,7
2020-02-03,6-10,50-150nm,27.714285714285715,7
2020-02-03,<2,0-50nm,447.2857142857143,7
2020-02-03,<2,150-300nm,29.714285714285715,7
2020-02-03,<2,50-150nm,72.28571428571429,7
2020-02-03,>25,0-50nm,0.0,7
2020-02-03,>25,150-300nm,0.0,7
2020-02-03,>25,50-150nm,0.0,7
2020-02-10,10-15,0-50nm,53.285714285714285,7
2020-02-10,10-15,150-300nm,178.57142857142858,7
2020-02-10,10-15,50-150nm,103.14285714285714,7
2020-02-10,15-25,0-50nm,5.0,7
2020-02-10,15-25,150-300nm,106.42857142857143,7
2020-02-10,15-25,50-150nm,38.0,7
2020-02-10,2-4,0-50nm,4.428571428571429,7
2020-02-10,2-4,150-300nm,1.2857142857142858,7
2020-02-10,2-4,50-150nm,2.2857142857142856,7
2020-02-10,4-6,0-50nm,7.428571428571429,7
2020-02-10,4-6,150-300nm,2.142857142857143,7
2020-02-10,4-6,50-150nm,1.8571428571428572,7
2020-02-10,6-10,0-50nm,24.571428571428573,7
2020-02-10,6-10,150-300nm,23.714285714285715,7
2020-02-10,6-10,50-150nm,12.857142857142858,7
2020-02-10,<2,0-50nm,487.7142857142857,7
2020-02-10,<2,150-300nm,32.57142857142857,7
2020-02-10,<2,50-150nm,71.57142857142857,7
2020-02-10,>25,0-50nm,0.0,7
2020-02-10,>25,150-300nm,0.0,7
2020-02-10,>25,50-150nm,0.0,7
2020-02-17,10-15,0-50nm,46.714285714285715,7
2020-02-17,10-15,150-300nm,157.85714285714286,7
2020-02-17,10-15,50-150nm,80.14285714285714,7
2020-02-17,15-25,0-50nm,3.5714285714285716,7
2020-02-17,15-25,150-300nm,105.71428571428571,7
2020-02-17,15-25,50-150nm,40.714285714285715,7
2020-02-17,2-4,0-50nm,5.714285714285714,7
2020-02-17,2-4,150-300nm,4.285714285714286,7
2020-02-17,2-4,50-150nm,1.7142857142857142,7
2020-02-17,4-6,0-50nm,5.285714285714286,7
2020-02-17,4-6,150-300nm,0.7142857142857143,7
2020-02-17,4-6,50-150nm,2.857142857142857,7
2020-02-17,6-10,0-50nm,24.571428571428573,7
2020-02-17,6-10,150-300nm,10.428571428571429,7
2020-02-17,6-10,50-150nm,16.714285714285715,7
2020-02-17,<2,0-50nm,401.14285714285717,7
2020-02-17,<2,150-300nm,68.0,7
2020-02-17,<2,50-150nm,46.42857142857143,7
2020-02-17,>25,0-50nm,0.0,7
2020-02-17,>25,150-300nm,0.0,7
2020-02-17,>25,50-150nm,0.0,7
2020-02-24,10-15,0-50nm,35.57142857142857,7
2020-02-24,10-15,150-300nm,136.57142857142858,7
2020-02-24,10-15,50-150nm,73.57142857142857,7
2020-02-24,15-25,0-50nm,3.7142857142857144,7
2020-02-24,15-25,150-300nm,63.857142857142854,7
2020-02-24,15-25,50-150nm,24.142857142857142,7
2020-02-24,2-4,0-50nm,4.142857142857143,7
2020-02-24,2-4,150-300nm,3.0,7
2020-02-24,2-4,50-150nm,1.4285714285714286,7
2020-02-24,4-6,0-50nm,4.571428571428571,7
2020-02-24,4-6,150-300nm,7.285714285714286,7
2020-02-24,4-6,50-150nm,2.857142857142857,7
2020-02-24,6-10,0-50nm,24.285714285714285,7
2020-02-24,6-10,150-300nm,27.142857142857142,7
2020-02-24,6-10,50-150nm,19.0,7
2020-02-24,<2,0-50nm,287.7142857142857,7
2020-02-24,<2,150-300nm,21.571428571428573,7
2020-02-24,<2,50-150nm,70.28571428571429,7
2020-02-24,>25,0-50nm,0.0,7
2020-02-24,>25,150-300nm,0.0,7
2020-02-24,>25,50-150nm,0.0,7
2020-03-02,10-15,0-50nm,37.285714285714285,7
2020-03-02,10-15,150-300nm,145.71428571428572,7
2020-03-02,10-15,50-150nm,78.28571428571429,7
2020-03-02,15-25,0-50nm,3.5714285714285716,7
2020-03-02,15-25,150-300nm,75.85714285714286,7
2020-03-02,15-25,50-150nm,28.0,7
2020-03-02,2-4,0-50nm,3.857142857142857,7
2020-03-02,2-4,150-300nm,5.714285714285714,7
2020-03-02,2-4,50-150nm,1.4285714285714286,7
2020-03-02,4-6,0-50nm,7.714285714285714,7
2020-03-02,4-6,150-300nm,2.5714285714285716,7
2020-03-02,4-6,50-150nm,3.4285714285714284,7
2020-03-02,6-10,0-50nm,31.428571428571427,7
2020-03-02,6-10,150-300nm,25.571428571428573,7
2020-03-02,6-10,50-150nm,28.428571428571427,7
2020-03-02,<2,0-50nm,340.14285714285717,7
2020-03-02,<2,150-300nm,35.285714285714285,7
2020-03-02,<2,50-150nm,116.0,7
2020-03-02,>25,0-50nm,0.0,7
2020-03-02,>25,150-300nm,0.0,7
2020-03-02,>25,50-150nm,0.0,7
2020-03-09,10-15,0-50nm,46.142857142857146,7
2020-03-09,10-15,150-300nm,198.85714285714286,7
2020-03-09,10-15,50-150nm,92.0,7
2020-03-09,15-25,0-50nm,5.428571428571429,7
2020-03-09,15-25,150-300nm,99.85714285714286,7
2020-03-09,15-25,50-150nm,34.0,7
2020-03-09,2-4,0-50nm,4.857142857142857,7
2020-03-09,2-4,150-300nm,2.857142857142857,7
2020-03-09,2-4,50-150nm,2.857142857142857,7
2020-03-09,4-6,0-50nm,6.142857142857143,7
2020-03-09,4-6,150-300nm,1.0,7
2020-03-09,4-6,50-150nm,2.7142857142857144,7
2020-03-09,6-10,0-50nm,25.714285714285715,7
2020-03-09,6-10,150-300nm,25.0,7
2020-03-09,6-10,50-150nm,15.0,7
2020-03-09,<2,0-50nm,456.7142857142857,7
2020-03-09,<2,150-300nm,48.57142857142857,7
2020-03-09,<2,50-150nm,135.57142857142858,7
2020-03-09,>25,0-50nm,0.0,7
2020-03-09,>25,150-300nm,0.0,7
2020-03-09,>25,50-150nm,0.0,7
2020-03-16,10-15,0-50nm,41.285714285714285,7
2020-03-16,10-15,150-300nm,155.0,7
2020-03-16,10-15,50-150nm,77.0,7
2020-03-16,15-25,0-50nm,4.142857142857143,7
2020-03-16,15-25,150-300nm,95.14285714285714,7
2020-03-16,15-25,50-150nm,36.285714285714285,7
2020-03-16,2-4,0-50nm,4.285714285714286,7
2020-03-16,2-4,150-300nm,2.5714285714285716,7
2020-03-16,2-4,50-150nm,3.7142857142857144,7
2020-03-16,4-6,0-50nm,7.571428571428571,7
2020-03-16,4-6,150-300nm,0.8571428571428571,7
2020-03-16,4-6,50-150nm,3.142857142857143,7
2020-03-16,6-10,0-50nm,34.0,7
2020-03-16,6-10,150-300nm,17.285714285714285,7
2020-03-16,6-10,50-150nm,20.142857142857142,7
2020-03-16,<2,0-50nm,473.14285714285717,7
2020-03-16,<2,150-300nm,50.714285714285715,7
2020-03-16,<2,50-150nm,127.57142857142857,7
2020-03-16,>25,0-50nm,0.0,7
2020-03-16,>25,150-300nm,0.0,7
2020-03-16,>25,50-150nm,0.0,7
2020-03-23,10-15,0-50nm,48.57142857142857,7
2020-03-23,10-15,150-300nm,187.57142857142858,7
2020-03-23,10-15,50-150nm,91.85714285714286,7
2020-03-23,15-25,0-50nm,5.142857142857143,7
2020-03-23,15-25,150-300nm,100.14285714285714,7
2020-03-23,15-25,50-150nm,37.57142857142857,7
2020-03-23,2-4,0-50nm,5.285714285714286,7
2020-03-23,2-4,150-300nm,3.7142857142857144,7
2020-03-23,2-4,50-150nm,3.7142857142857144,7
2020-03-23,4-6,0-50nm,10.0,7
2020-03-23,4-6,150-300nm,1.8571428571428572,7
2020-03-23,4-6,50-150nm,4.0,7
2020-03-23,6-10,0-50nm,35.142857142857146,7
2020-03-23,6-10,150-300nm,33.285714285714285,7
2020-03-23,6-10,50-150nm,27.285714285714285,7
2020-03-23,<2,0-50nm,468.14285714285717,7
2020-03-23,<2,150-300nm,90.42857142857143,7
2020-03-23,<2,50-150nm,132.85714285714286,7
2020-03-23,>25,0-50nm,0.0,7
2020-03-23,>25,150-300nm,0.0,7
2020-03-23,>25,50-150nm,0.0,7
2020-03-30,10-15,0-50nm,39.857142857142854,7
2020-03-30,10-15,150-300nm,197.0,7
2020-03-30,10-15,50-150nm,86.14285714285714,7
2020-03-30,15-25,0-50nm,3.142857142857143,7
2020-03-30,15-25,150-300nm,76.14285714285714,7
2020-03-30,15-25,50-150nm,23.571428571428573,7
2020-03-30,2-4,0-50nm,4.571428571428571,7
2020-03-30,2-4,150-300nm,7.714285714285714,7
2020-03-30,2-4,50-150nm,5.285714285714286,7
2020-03-30,4-6,0-50nm,6.0,7
2020-03-30,4-6,150-300nm,0.7142857142857143,7
2020-03-30,4-6,50-150nm,4.571428571428571,7
2020-03-30,6-10,0-50nm,31.714285714285715,7
2020-03-30,6-10,150-300nm,28.714285714285715,7
2020-03-30,6-10,50-150nm,34.857142857142854,7
2020-03-30,<2,0-50nm,482.42857142857144,7
2020-03-30,<2,150-300nm,74.0,7
2020-03-30,<2,50-150nm,138.85714285714286,7
2020-03-30,>25,0-50nm,0.0,7
2020-03-30,>25,150-300nm,0.0,7
2020-03-30,>25,50-150nm,0.0,7
2020-04-06,10-15,0-50nm,48.285714285714285,7
2020-04-06,10-15,150-300nm,188.42857142857142,7
2020-04-06,10-15,50-150nm,96.57142857142857,7
2020-04-06,15-25,0-50nm,3.142857142857143,7
2020-04-06,15-25,150-300nm,113.28571428571429,7
2020-04-06,15-25,50-150nm,37.0,7
2020-04-06,2-4,0-50nm,8.142857142857142,7
2020-04-06,2-4,150-300nm,3.2857142857142856,7
2020-04-06,2-4,50-150nm,5.142857142857143,7
2020-04-06,4-6,0-50nm,7.285714285714286,7
2020-04-06,4-6,150-300nm,4.571428571428571,7
2020-04-06,4-6,50-150nm,5.857142857142857,7
2020-04-06,6-10,0-50nm,38.42857142857143,7
2020-04-06,6-10,150-300nm,14.285714285714286,7
2020-04-06,6-10,50-150nm,32.42857142857143,7
2020-04-06,<2,0-50nm,516.0,7
2020-04-06,<2,150-300nm,59.714285714285715,7
2020-04-06,<2,50-150nm,174.85714285714286,7
2020-04-06,>25,0-50nm,0.0,7
2020-04-06,>25,150-300nm,0.0,7
2020-04-06,>25,50-150nm,0.0,7
2020-04-13,10-15,0-50nm,46.142857142857146,7
2020-04-13,10-15,150-300nm,176.42857142857142,7
2020-04-13,10-15,50-150nm,99.28571428571429,7
2020-04-13,15-25,0-50nm,2.142857142857143,7
2020-04-13,15-25,150-300nm,97.14285714285714,7
2020-04-13,15-25,50-150nm,28.428571428571427,7
2020-04-13,2-4,0-50nm,5.714285714285714,7
2020-04-13,2-4,150-300nm,2.4285714285714284,7
2020-04-13,2-4,50-150nm,2.5714285714285716,7
2020-04-13,4-6,0-50nm,6.142857142857143,7
2020-04-13,4-6,150-300nm,2.857142857142857,7
2020-04-13,4-6,50-150nm,3.7142857142857144,7
2020-04-13,6-10,0-50nm,31.285714285714285,7
2020-04-13,6-10,150-300nm,25.142857142857142,7
2020-04-13,6-10,50-150nm,29.428571428571427,7
2020-04-13,<2,0-50nm,457.57142857142856,7
2020-04-13,<2,150-300nm,47.0,7
2020-04-13,<2,50-150nm,160.42857142857142,7
2020-04-13,>25,0-50nm,0.0,7
2020-04-13,>25,150-300nm,0.0,7
2020-04-13,>25,50-150nm,0.0,7
2020-04-20,10-15,0-50nm,49.285714285714285,7
2020-04-20,10-15,150-300nm,213.42857142857142,7
2020-04-20,10-15,50-150nm,100.14285714285714,7
2020-04-20,15-25,0-50nm,3.7142857142857144,7
2020-04-20,15-25,150-300nm,88.0,7
2020-04-20,15-25,50-150nm,27.0,7
2020-04-20,2-4,0-50nm,6.714285714285714,7
2020-04-20,2-4,150-300nm,8.0,7
2020-04-20,2-4,50-150nm,2.4285714285714284,7
2020-04-20,4-6,0-50nm,8.714285714285714,7
2020-04-20,4-6,150-300nm,0.5714285714285714,7
2020-04-20,4-6,50-150nm,2.7142857142857144,7
2020-04-20,6-10,0-50nm,32.285714285714285,7
2020-04-20,6-10,150-300nm,34.42857142857143,7
2020-04-20,6-10,50-150nm,33.142857142857146,7
2020-04-20,<2,0-50nm,557.2857142857143,7
2020-04-20,<2,150-300nm,55.57142857142857,7
2020-04-20,<2,50-150nm,149.14285714285714,7
2020-04-20,>25,0-50nm,0.0,7
2020-04-20,>25,150-300nm,0.0,7
2020-04-20,>25,50-150nm,0.0,7
2020-04-27,10-15,0-50nm,35.285714285714285,7
2020-04-27,10-15,150-300nm,170.42857142857142,7
2020-04-27,10-15,50-150nm,75.14285714285714,7
2020-04-27,15-25,0-50nm,2.857142857142857,7
2020-04-27,15-25,150-300nm,82.28571428571429,7
2020-04-27,15-25,50-150nm,26.714285714285715,7
2020-04-27,2-4,0-50nm,3.2857142857142856,7
2020-04-27,2-4,150-300nm,3.0,7
2020-04-27,2-4,50-150nm,1.8571428571428572,7
2020-04-27,4-6,0-50nm,5.142857142857143,7
2020-04-27,4-6,150-300nm,0.8571428571428571,7
2020-04-27,4-6,50-150nm,3.142857142857143,7
2020-04-27,6-10,0-50nm,30.142857142857142,7
2020-04-27,6-10,150-300nm,16.571428571428573,7
2020-04-27,6-10,50-150nm,17.428571428571427,7
2020-04-27,<2,0-50nm,384.7142857142857,7
2020-04-27,<2,150-300nm,38.285714285714285,7
2020-04-27,<2,50-150nm,145.71428571428572,7
2020-04-27,>25,0-50nm,0.0,7
2020-04-27,>25,150-300nm,0.0,7
2020-04-27,>25,50-150nm,0.0,7
2020-05-04,10-15,0-50nm,39.57142857142857,7
2020-05-04,10-15,150-300nm,189.57142857142858,7
2020-05-04,10-15,50-150nm,70.42857142857143,7
2020-05-04,15-25,0-50nm,3.2857142857142856,7
2020-05-04,15-25,150-300nm,104.57142857142857,7
2020-05-04,15-25,50-150nm,36.42857142857143,7
2020-05-04,2-4,0-50nm,5.428571428571429,7
2020-05-04,2-4,150-300nm,4.142857142857143,7
2020-05-04,2-4,50-150nm,3.142857142857143,7
2020-05-04,4-6,0-50nm,7.285714285714286,7
2020-05-04,4-6,150-300nm,1.2857142857142858,7
2020-05-04,4-6,50-150nm,4.285714285714286,7
2020-05-04,6-10,0-50nm,35.42857142857143,7
2020-05-04,6-10,150-300nm,25.0,7
2020-05-04,6-10,50-150nm,29.857142857142858,7
2020-05-04,<2,0-50nm,429.2857142857143,7
2020-05-04,<2,150-300nm,33.142857142857146,7
2020-05-04,<2,50-150nm,139.0,7
2020-05-04,>25,0-50nm,0.0,7
2020-05-04,>25,150-300nm,0.0,7
2020-05-04,>25,50-150nm,0.0,7
2020-05-11,10-15,0-50nm,32.42857142857143,7
2020-05-11,10-15,150-300nm,194.42857142857142,7
2020-05-11,10-15,50-150nm,86.0,7
2020-05-11,15-25,0-50nm,3.2857142857142856,7
2020-05-11,15-25,150-300nm,112.0,7
2020-05-11,15-25,50-150nm,24.285714285714285,7
2020-05-11,2-4,0-50nm,4.428571428571429,7
2020-05-11,2-4,150-300nm,7.0,7
2020-05-11,2-4,50-150nm,5.0,7
2020-05-11,4-6,0-50nm,4.857142857142857,7
2020-05-11,4-6,150-300nm,1.4285714285714286,7
2020-05-11,4-6,50-150nm,3.0,7
2020-05-11,6-10,0-50nm,33.0,7
2020-05-11,6-10,150-300nm,27.285714285714285,7
2020-05-11,6-10,50-150nm,36.142857142857146,7
2020-05-11,<2,0-50nm,394.2857142857143,7
2020-05-11,<2,150-300nm,41.857142857142854,7
2020-05-11,<2,50-150nm,123.28571428571429,7
2020-05-11,>25,0-50nm,0.0,7
2020-05-11,>25,150-300nm,0.0,7
2020-05-11,>25,50-150nm,0.0,7
2020-05-18,10-15,0-50nm,23.857142857142858,7
2020-05-18,10-15,150-300nm,170.85714285714286,7
2020-05-18,10-15,50-150nm,50.142857142857146,7
2020-05-18,15-25,0-50nm,3.5714285714285716,7
2020-05-18,15-25,150-300nm,91.57142857142857,7
2020-05-18,15-25,50-150nm,19.714285714285715,7
2020-05-18,2-4,0-50nm,3.7142857142857144,7
2020-05-18,2-4,150-300nm,3.7142857142857144,7
2020-05-18,2-4,50-150nm,1.7142857142857142,7
2020-05-18,4-6,0-50nm,6.714285714285714,7
2020-05-18,4-6,150-300nm,0.8571428571428571,7
2020-05-18,4-6,50-150nm,1.7142857142857142,7
2020-05-18,6-10,0-50nm,45.714285714285715,7
2020-05-18,6-10,150-300nm,33.714285714285715,7
2020-05-18,6-10,50-150nm,59.142857142857146,7
2020-05-18,<2,0-50nm,403.2857142857143,7
2020-05-18,<2,150-300nm,37.142857142857146,7
2020-05-18,<2,50-150nm,97.85714285714286,7
2020-05-18,>25,0-50nm,0.0,7
2020-05-18,>25,150-300nm,0.0,7
2020-05-18,>25,50-150nm,0.0,7
2020-05-25,10-15,0-50nm,28.571428571428573,7
2020-05-25,10-15,150-300nm,170.71428571428572,7
2020-05-25,10-15,50-150nm,75.14285714285714,7
2020-05-25,15-25,0-50nm,2.142857142857143,7
2020-05-25,15-25,150-300nm,78.85714285714286,7
2020-05-25,15-25,50-150nm,18.0,7
2020-05-25,2-4,0-50nm,3.2857142857142856,7
2020-05-25,2-4,150-300nm,0.8571428571428571,7
2020-05-25,2-4,50-150nm,1.8571428571428572,7
2020-05-25,4-6,0-50nm,5.142857142857143,7
2020-05-25,4-6,150-300nm,2.0,7
2020-05-25,4-6,50-150nm,2.0,7
2020-05-25,6-10,0-50nm,29.714285714285715,7
2020-05-25,6-10,150-300nm,24.142857142857142,7
2020-05-25,6-10,50-150nm,32.142857142857146,7
2020-05-25,<2,0-50nm,405.14285714285717,7
2020-05-25,<2,150-300nm,27.428571428571427,7
2020-05-25,<2,50-150nm,85.42857142857143,7
2020-05-25,>25,0-50nm,0.0,7
2020-05-25,>25,150-300nm,0.0,7
2020-05-25,>25,50-150nm,0.0,7
2020-06-01,10-15,0-50nm,31.857142857142858,7
2020-06-01,10-15,150-300nm,216.42857142857142,7
2020-06-01,10-15,50-150nm,73.0,7
2020-06-01,15-25,0-50nm,3.0,7
2020-06-01,15-25,150-300nm,92.57142857142857,7
2020-06-01,15-25,50-150nm,19.142857142857142,7
2020-06-01,2-4,0-50nm,4.142857142857143,7
2020-06-01,2-4,150-300nm,1.7142857142857142,7
2020-06-01,2-4,50-150nm,1.4285714285714286,7
2020-06-01,4-6,0-50nm,7.142857142857143,7
2020-06-01,4-6,150-300nm,0.7142857142857143,7
2020-06-01,4-6,50-150nm,1.5714285714285714,7
2020-06-01,6-10,0-50nm,37.857142857142854,7
2020-06-01,6-10,150-300nm,22.0,7
2020-06-01,6-10,50-150nm,47.857142857142854,7
2020-06-01,<2,0-50nm,351.7142857142857,7
2020-06-01,<2,150-300nm,36.0,7
2020-06-01,<2,50-150nm,88.14285714285714,7
2020-06-01,>25,0-50nm,0.0,7
2020-06-01,>25,150-300nm,0.0,7
2020-06-01,>25,50-150nm,0.0,7
2020-06-08,10-15,0-50nm,25.571428571428573,7
2020-06-08,10-15,150-300nm,165.57142857142858,7
2020-06-08,10-15,50-150nm,62.857142857142854,7
2020-06-08,15-25,0-50nm,2.0,7
2020-06-08,15-25,150-300nm,92.28571428571429,7
2020-06-08,15-25,50-150nm,22.0,7
2020-06-08,2-4,0-50nm,3.4285714285714284,7
2020-06-08,2-4,150-300nm,1.1428571428571428,7
2020-06-08,2-4,50-150nm,1.5714285714285714,7
2020-06-08,4-6,0-50nm,6.714285714285714,7
2020-06-08,4-6,150-300nm,0.8571428571428571,7
2020-06-08,4-6,50-150nm,2.5714285714285716,7
2020-06-08,6-10,0-50nm,40.857142857142854,7
2020-06-08,6-10,150-300nm,21.285714285714285,7
2020-06-08,6-10,50-150nm,44.42857142857143,7
2020-06-08,<2,0-50nm,385.85714285714283,7
2020-06-08,<2,150-300nm,38.42857142857143,7
2020-06-08,<2,50-150nm,82.14285714285714,7
2020-06-08,>25,0-50nm,0.0,7
2020-06-08,>25,150-300nm,0.0,7
2020-06-08,>25,50-150nm,0.0,7
2020-06-15,10-15,0-50nm,25.428571428571427,7
2020-06-15,10-15,150-300nm,158.42857142857142,7
2020-06-15,10-15,50-150nm,46.0,7
2020-06-15,15-25,0-50nm,3.2857142857142856,7
2020-06-15,15-25,150-300nm,86.42857142857143,7
2020-06-15,15-25,50-150nm,20.142857142857142,7
2020-06-15,2-4,0-50nm,2.857142857142857,7
2020-06-15,2-4,150-300nm,2.857142857142857,7
2020-06-15,2-4,50-150nm,1.8571428571428572,7
2020-06-15,4-6,0-50nm,6.285714285714286,7
2020-06-15,4-6,150-300nm,0.5714285714285714,7
2020-06-15,4-6,50-150nm,1.7142857142857142,7
2020-06-15,6-10,0-50nm,38.142857142857146,7
2020-06-15,6-10,150-300nm,18.0,7
2020-06-15,6-10,50-150nm,48.285714285714285,7
2020-06-15,<2,0-50nm,461.57142857142856,7
2020-06-15,<2,150-300nm,20.428571428571427,7
2020-06-15,<2,50-150nm,96.0,7
2020-06-15,>25,0-50nm,0.0,7
2020-06-15,>25,150-300nm,0.0,7
2020-06-15,>25,50-150nm,0.0,7
2020-06-22,10-15,0-50nm,30.0,7
2020-06-22,10-15,150-300nm,161.42857142857142,7
2020-06-22,10-15,50-150nm,63.142857142857146,7
2020-06-22,15-25,0-50nm,2.4285714285714284,7
2020-06-22,15-25,150-300nm,105.85714285714286,7
2020-06-22,15-25,50-150nm,26.0,7
2020-06-22,2-4,0-50nm,3.142857142857143,7
2020-06-22,2-4,150-300nm,3.0,7
2020-06-22,2-4,50-150nm,1.7142857142857142,7
2020-06-22,4-6,0-50nm,6.571428571428571,7
2020-06-22,4-6,150-300nm,0.5714285714285714,7
2020-06-22,4-6,50-150nm,1.0,7
2020-06-22,6-10,0-50nm,40.285714285714285,7
2020-06-22,6-10,150-300nm,23.0,7
2020-06-22,6-10,50-150nm,46.42857142857143,7
2020-06-22,<2,0-50nm,547.8571428571429,7
2020-06-22,<2,150-300nm,28.285714285714285,7
2020-06-22,<2,50-150nm,83.57142857142857,7
2020-06-22,>25,0-50nm,0.0,7
2020-06-22,>25,150-300nm,0.0,7
2020-06-22,>25,50-150nm,0.0,7
2020-06-29,10-15,0-50nm,26.0,7
2020-06-29,10-15,150-300nm,176.71428571428572,7
2020-06-29,10-15,50-150nm,64.57142857142857,7
2020-06-29,15-25,0-50nm,2.5714285714285716,7
2020-06-29,15-25,150-300nm,121.42857142857143,7
2020-06-29,15-25,50-150nm,28.428571428571427,7
2020-06-29,2-4,0-50nm,4.428571428571429,7
2020-06-29,2-4,150-300nm,1.2857142857142858,7
2020-06-29,2-4,50-150nm,1.7142857142857142,7
2020-06-29,4-6,0-50nm,8.571428571428571,7
2020-06-29,4-6,150-300nm,5.142857142857143,7
2020-06-29,4-6,50-150nm,2.142857142857143,7
2020-06-29,6-10,0-50nm,59.714285714285715,7
2020-06-29,6-10,150-300nm,23.571428571428573,7
2020-06-29,6-10,50-150nm,62.714285714285715,7
2020-06-29,<2,0-50nm,508.85714285714283,7
2020-06-29,<2,150-300nm,40.714285714285715,7
2020-06-29,<2,50-150nm,83.57142857142857,7
2020-06-29,>25,0-50nm,0.0,7
2020-06-29,>25,150-300nm,0.0,7
2020-06-29,>25,50-150nm,0.0,7
2020-07-06,10-15,0-50nm,29.857142857142858,7
2020-07-06,10-15,150-300nm,173.57142857142858,7
2020-07-06,10-15,50-150nm,57.0,7
2020-07-06,15-25,0-50nm,1.5714285714285714,7
2020-07-06,15-25,150-300nm,84.28571428571429,7
2020-07-06,15-25,50-150nm,23.285714285714285,7
2020-07-06,2-4,0-50nm,6.142857142857143,7
2020-07-06,2-4,150-300nm,3.7142857142857144,7
2020-07-06,2-4,50-150nm,2.2857142857142856,7
2020-07-06,4-6,0-50nm,7.857142857142857,7
2020-07-06,4-6,150-300nm,2.4285714285714284,7
2020-07-06,4-6,50-150nm,2.2857142857142856,7
2020-07-06,6-10,0-50nm,49.42857142857143,7
2020-07-06,6-10,150-300nm,31.857142857142858,7
2020-07-06,6-10,50-150nm,52.0,7
2020-07-06,<2,0-50nm,593.7142857142857,7
2020-07-06,<2,150-300nm,17.285714285714285,7
2020-07-06,<2,50-150nm,96.42857142857143,7
2020-07-06,>25,0-50nm,0.0,7
2020-07-06,>25,150-300nm,0.0,7
2020-07-06,>25,50-150nm,0.0,7
2020-07-13,10-15,0-50nm,30.714285714285715,7
2020-07-13,10-15,150-300nm,194.71428571428572,7
2020-07-13,10-15,50-150nm,74.42857142857143,7
2020-07-13,15-25,0-50nm,3.4285714285714284,7
2020-07-13,15-25,150-300nm,129.57142857142858,7
2020-07-13,15-25,50-150nm,31.142857142857142,7
2020-07-13,2-4,0-50nm,7.285714285714286,7
2020-07-13,2-4,150-300nm,1.2857142857142858,7
2020-07-13,2-4,50-150nm,2.5714285714285716,7
2020-07-13,4-6,0-50nm,8.142857142857142,7
2020-07-13,4-6,150-300nm,1.5714285714285714,7
2020-07-13,4-6,50-150nm,2.7142857142857144,7
2020-07-13,6-10,0-50nm,62.57142857142857,7
2020-07-13,6-10,150-300nm,26.571428571428573,7
2020-07-13,6-10,50-150nm,67.71428571428571,7
2020-07-13,<2,0-50nm,543.0,7
2020-07-13,<2,150-300nm,49.857142857142854,7
2020-07-13,<2,50-150nm,126.57142857142857,7
2020-07-13,>25,0-50nm,0.0,7
2020-07-13,>25,150-300nm,0.0,7
2020-07-13,>25,50-150nm,0.0,7
2020-07-20,10-15,0-50nm,29.714285714285715,7
2020-07-20,10-15,150-300nm,226.14285714285714,7
2020-07-20,10-15,50-150nm,85.28571428571429,7
2020-07-20,15-25,0-50nm,1.5714285714285714,7
2020-07-20,15-25,150-300nm,124.85714285714286,7
2020-07-20,15-25,50-150nm,25.857142857142858,7
2020-07-20,2-4,0-50nm,4.857142857142857,7
2020-07-20,2-4,150-300nm,1.5714285714285714,7
2020-07-20,2-4,50-150nm,3.0,7
2020-07-20,4-6,0-50nm,10.142857142857142,7
2020-07-20,4-6,150-300nm,0.8571428571428571,7
2020-07-20,4-6,50-150nm,3.142857142857143,7
2020-07-20,6-10,0-50nm,69.28571428571429,7
2020-07-20,6-10,150-300nm,34.0,7
2020-07-20,6-10,50-150nm,75.0,7
2020-07-20,<2,0-50nm,611.1428571428571,7
2020-07-20,<2,150-300nm,42.57142857142857,7
2020-07-20,<2,50-150nm,127.57142857142857,7
2020-07-20,>25,0-50nm,0.0,7
2020-07-20,>25,150-300nm,0.0,7
2020-07-20,>25,50-150nm,0.0,7
2020-07-27,10-15,0-50nm,25.0,7
2020-07-27,10-15,150-300nm,244.28571428571428,7
2020-07-27,10-15,50-150nm,57.142857142857146,7
2020-07-27,15-25,0-50nm,2.857142857142857,7
2020-07-27,15-25,150-300nm,115.0,7
2020-07-27,15-25,50-150nm,26.571428571428573,7
2020-07-27,2-4,0-50nm,4.857142857142857,7
